valor,prediccion,valor_real,error,error_promedio,desviacion_estandar,error_relativo_porcentual
0,100.26,42.756,57.50400213623047,53.09696350574493,40.742906908189646,134.49340943079443
0,100.26,39.84,60.420002136230465,53.09696350574493,40.742906908189646,151.65663186804835
0,4.8121524,39.708,-34.89584761428833,53.09696350574493,40.742906908189646,87.88115144124188
0,100.26,40.692,59.56800213623047,53.09696350574493,40.742906908189646,146.38750156352717
1,100.26,39.84,60.420002136230465,54.509963267326356,41.82996933623043,151.65663186804835
1,100.26,39.708,60.55200213623047,54.509963267326356,41.82996933623043,152.4932057424964
1,4.8121533,40.692,-35.879846660614014,54.509963267326356,41.82996933623043,88.17420294066159
1,100.26,39.072,61.188002136230466,54.509963267326356,41.82996933623043,156.6031995706144
2,100.26,39.708,60.55200213623047,53.89493239212036,41.010300554727436,152.4932057424964
2,100.26,40.692,59.56800213623047,53.89493239212036,41.010300554727436,146.38750156352717
2,4.812277,39.072,-34.25972315979004,53.89493239212036,41.010300554727436,87.68356664565428
2,100.26,39.06,61.20000213623047,53.89493239212036,41.010300554727436,156.68203311886958
3,100.26,40.692,59.56800213623047,54.95990616607666,41.66126515349626,146.38750156352717
3,100.26,39.072,61.188002136230466,54.95990616607666,41.66126515349626,156.6031995706144
3,4.8123817,39.06,-34.24761825561524,54.95990616607666,41.66126515349626,87.6795142232853
3,100.26,35.424,64.83600213623046,54.95990616607666,41.66126515349626,183.02846131501374
4,100.26,39.072,61.188002136230466,54.575913318634036,40.38111454386331,156.6031995706144
4,100.26,39.06,61.20000213623047,54.575913318634036,40.38111454386331,156.68203311886958
4,4.812353,35.424,-30.611646865844726,54.575913318634036,40.38111454386331,86.41499228163032
4,100.26,34.956,65.30400213623047,54.575913318634036,40.38111454386331,186.81771980841762
5,100.26,39.06,61.20000213623047,55.28087994003295,40.64605722079414,156.68203311886958
5,100.26,35.424,64.83600213623046,55.28087994003295,40.64605722079414,183.02846131501374
5,4.8124866,34.956,-30.143513351440433,55.28087994003295,40.64605722079414,86.23273072273838
5,100.26,35.316,64.94400213623047,55.28087994003295,40.64605722079414,183.89399177775076
6,100.26,35.424,64.83600213623046,58.784850972175605,42.91820734561755,183.02846131501374
6,100.26,34.956,65.30400213623047,58.784850972175605,42.91820734561755,186.81771980841762
6,4.8126025,35.316,-30.50339748001099,58.784850972175605,42.91820734561755,86.37274176013983
6,100.26,25.764,74.49600213623047,58.784850972175605,42.91820734561755,289.1476561722965
