valor,yval,prediccion,error
13,16.368,9.856076,-6.511923759460448
13,18.144,9.814309,-8.329690879821776
13,19.644,9.666964,-9.97703642272949
13,20.556,9.627327,-10.92867303466797
13,19.284,9.577464,-9.706535896301268
13,20.268,9.646817,-10.621182792663575
13,21.096,9.662006,-11.433993621826172
13,21.096,9.451085,-11.644914909362793
13,14.472,9.229182,-5.242817756652832
13,11.268,9.192598,-2.075401657104493
13,11.556,8.98542,-2.570579772949218
13,10.704,9.541352,-1.1626477279663092
13,11.784,9.436564,-2.3474355545043952
13,10.98,9.254721,-1.7252793121337895
13,10.572,9.746805,-0.8251948089599601
13,11.256,9.910533,-1.3454670486450198
13,11.292,9.680679,-1.6113206787109373
13,11.808,9.693781,-2.1142191009521483
13,12.108,9.836834,-2.2711660461425787
13,11.892,9.884555,-2.0074451370239252
13,11.292,10.110898,-1.181101982116699
14,15.396,11.02547,-4.370530220031739
14,14.628,10.488641,-4.139359214782715
14,16.368,10.6292,-5.738800018310545
14,18.144,10.730025,-7.413974708557127
14,19.644,10.663178,-8.980821556091307
14,20.556,10.272127,-10.283872848510743
14,19.284,10.182694,-9.10130556488037
14,20.268,10.333783,-9.934216850280762
14,21.096,10.410143,-10.68585710144043
14,21.096,10.304875,-10.791124626159668
14,14.472,10.059156,-4.41284358215332
14,11.268,9.848869,-1.419130676269532
14,11.556,9.876713,-1.6792872009277335
14,10.704,9.671695,-1.0323052444458014
14,11.784,10.10684,-1.6771598663330085
14,10.98,10.246163,-0.7338366317749028
14,10.572,9.834383,-0.7376169891357414
14,11.256,10.150366,-1.1056341705322268
14,11.292,10.499955,-0.7920448226928709
14,11.808,10.211318,-1.5966819839477537
14,12.108,10.220671,-1.8873292999267584
14,11.892,10.351248,-1.5407522125244135
14,11.292,10.361113,-0.9308874053955076
14,11.04,10.612202,-0.427798309326171
15,14.628,12.549773,-2.0782267837524415
15,16.368,12.053258,-4.3147420578002915
15,18.144,11.964101,-6.179899162292479
15,19.644,12.117376,-7.52662367248535
15,20.556,12.231743,-8.324257141113282
15,19.284,11.356901,-7.927098831176757
15,20.268,11.58137,-8.68662964630127
15,21.096,11.847668,-9.248332305908203
15,21.096,11.80818,-9.28782014465332
15,14.472,11.735071,-2.736928817749023
15,11.268,11.295389,0.02738917541503838
15,11.556,11.347809,-0.20819116210937416
15,10.704,11.048537,0.34453725433349547
15,11.784,11.159974,-0.6240259017944343
15,10.98,10.867683,-0.11231658935546918
15,10.572,11.288461,0.7164607315063485
15,11.256,10.402549,-0.8534512100219729
15,11.292,10.836191,-0.45580882263183575
15,11.808,11.027017,-0.7809833602905272
15,12.108,10.901178,-1.206821640014649
15,11.892,10.464447,-1.4275529785156245
15,11.292,10.910716,-0.38128394317626935
15,11.04,10.837473,-0.20252708435058508
15,11.328,11.02007,-0.30792992401122987
16,16.368,12.885283,-3.48271652984619
16,18.144,12.433562,-5.71043772125244
16,19.644,12.223712,-7.420288032531737
16,20.556,12.353554,-8.202446228027345
16,19.284,12.471379,-6.812620719909667
16,20.268,11.605253,-8.662746780395508
16,21.096,11.637777,-9.45822267150879
16,21.096,12.04296,-9.053039833068848
16,14.472,11.908618,-2.563382026672363
16,11.268,11.927312,0.6593118972778313
16,11.556,11.30108,-0.254920249938964
16,10.704,11.45033,0.7463297805786127
16,11.784,11.183004,-0.6009956207275398
16,10.98,11.250642,0.270641822814941
16,10.572,11.001664,0.42966416168212973
16,11.256,11.226906,-0.029094177246093977
16,11.292,10.53736,-0.754639808654785
16,11.808,10.746104,-1.0618957595825194
16,12.108,10.844248,-1.2637521820068365
16,11.892,11.047938,-0.8440616531372065
16,11.292,10.460971,-0.8310291213989256
16,11.04,11.0388155,-0.001184501647948366
16,11.328,10.973752,-0.3542479782104486
16,10.884,11.132289,0.24828893280029263
17,18.144,12.968933,-5.175066894531248
17,19.644,12.4449215,-7.199078506469725
17,20.556,12.297559,-8.258441215515138
17,19.284,12.330254,-6.95374639892578
17,20.268,12.647797,-7.620203369140626
17,21.096,11.794329,-9.301671310424805
17,21.096,11.8622465,-9.2337534866333
17,14.472,12.4063425,-2.065657493591308
17,11.268,12.086619,0.8186193771362298
17,11.556,12.247918,0.691918128967286
17,10.704,11.514876,0.8108763656616205
17,11.784,11.863456,0.07945577239990165
17,10.98,11.470855,0.49085475921630817
17,10.572,11.641103,1.0691027908325204
17,11.256,11.333445,0.07744459533691384
17,11.292,11.610804,0.31880360412597675
17,11.808,10.999583,-0.8084167556762694
17,12.108,11.328053,-0.779946525573731
17,11.892,11.316965,-0.5750348968505854
17,11.292,11.5611725,0.2691724853515627
17,11.04,10.903039,-0.136961021423339
17,11.328,11.728027,0.4000273437500006
17,10.884,11.659959,0.7759588394165036
17,12.168,11.739364,-0.42863632965087817
18,19.644,13.106321,-6.537678665161131
18,20.556,12.645871,-7.91012883758545
18,19.284,12.554458,-6.729542335510253
18,20.268,12.262245,-8.005754821777344
18,21.096,12.832126,-8.263874336242676
18,21.096,12.173973,-8.922026916503906
18,14.472,12.01752,-2.4544800491333003
18,11.268,12.710501,1.4425007171630853
18,11.556,12.198977,0.6429774703979501
18,10.704,12.720545,2.016544815063476
18,11.784,11.832802,0.048801818847655554
18,10.98,12.333377,1.3533768844604488
18,10.572,11.94665,1.3746495513916024
18,11.256,12.109115,0.8531146469116209
18,11.292,11.753506,0.46150570678710956
18,11.808,11.906132,0.0981317443847658
18,12.108,11.563201,-0.544799049377442
18,11.892,11.834217,-0.057782928466796335
18,11.292,11.723979,0.43197899627685565
18,11.04,12.241033,1.2010326004028329
18,11.328,11.55929,0.23128993225097716
18,10.884,12.570926,1.6869257125854489
18,12.168,12.477878,0.30987761688232496
18,12.648,12.504197,-0.14380287933349578
19,20.556,13.47484,-7.081159835815431
19,19.284,13.136469,-6.147531112670897
19,20.268,13.015853,-7.25214707183838
19,21.096,12.558655,-8.53734521484375
19,21.096,13.141855,-7.954144760131836
19,14.472,12.585791,-1.886209365844726
19,11.268,12.212058,0.9440580673217767
19,11.556,13.030766,1.4747655334472665
19,10.704,12.47602,1.7720198593139642
19,11.784,13.123984,1.3399843368530266
19,10.98,12.165274,1.1852736663818355
19,10.572,12.6209135,2.0489135055542
19,11.256,12.389703,1.133702796936035
19,11.292,12.501836,1.2098358230590822
19,11.808,12.091276,0.28327616882324236
19,12.108,12.17931,0.07130984497070258
19,11.892,11.888522,-0.0034778518676752412
19,11.292,12.021115,0.729115303039551
19,11.04,12.043601,1.0036010360717782
19,11.328,12.595817,1.267816612243653
19,10.884,12.0406275,1.1566274795532223
19,12.168,12.968171,0.8001711196899421
19,12.648,12.789583,0.14158320617675813
19,12.708,12.834181,0.1261808319091795
20,19.284,13.546945,-5.737055381774901
20,20.268,13.305028,-6.962972038269044
20,21.096,13.122726,-7.973273559570313
20,21.096,12.64035,-8.455649658203125
20,14.472,13.128704,-1.3432959289550777
20,11.268,12.67634,1.4083401031494134
20,11.556,12.153754,0.5977542343139657
20,10.704,13.035798,2.331798072814941
20,11.784,12.523504,0.7395042572021477
20,10.98,13.0998955,2.1198954772949214
20,10.572,12.241791,1.6697907714843758
20,11.256,12.568953,1.3129525604248045
20,11.292,12.544961,1.2529609756469728
20,11.808,12.623151,0.8151508255004885
20,12.108,12.054101,-0.053899009704590384
20,11.892,12.097666,0.2056657867431646
20,11.292,11.921447,0.6294468002319338
20,11.04,11.821141,0.7811412429809579
20,11.328,12.007918,0.6799183578491217
20,10.884,12.5953865,1.7113865051269528
20,12.168,12.118289,-0.04971100616455004
20,12.648,12.888098,0.24009776306152375
20,12.708,12.679058,-0.02894192504882831
20,13.5,12.753803,-0.7461967468261719
21,20.268,13.43879,-6.829209678649903
21,21.096,13.254137,-7.84186296081543
21,21.096,13.008505,-8.08749513244629
21,14.472,12.598623,-1.8733767242431636
21,11.268,12.935519,1.6675192184448235
21,11.556,12.505131,0.9491307678222665
21,10.704,12.001137,1.2971367797851556
21,11.784,12.796103,1.0121025238037102
21,10.98,12.342414,1.3624139022827144
21,10.572,12.815127,2.2431273727417
21,11.256,12.047129,0.7911286773681638
21,11.292,12.262026,0.970025833129883
21,11.808,12.3113165,0.50331649017334
21,12.108,12.428067,0.32006720733642524
21,11.892,11.733032,-0.15896777343749946
21,11.292,11.697804,0.4058044509887697
21,11.04,11.56137,0.5213698959350594
21,11.328,11.4211235,0.09312350463867247
21,10.884,11.498707,0.6147068176269528
21,12.168,12.186952,0.018951637268067145
21,12.648,11.659387,-0.9886133651733395
21,12.708,12.346174,-0.3618257598876955
21,13.5,12.162757,-1.3372430801391602
21,12.792,12.229516,-0.5624839706420897
22,21.096,13.763551,-7.332449241638184
22,21.096,13.577554,-7.518446250915527
22,14.472,13.433171,-1.0388287277221675
22,11.268,12.906435,1.6384350128173821
22,11.556,13.451259,1.8952586593627938
22,10.704,13.007782,2.3037819824218744
22,11.784,12.582745,0.7987445983886712
22,10.98,13.4238,2.443800468444824
22,10.572,12.836058,2.264057662963868
22,11.256,13.514711,2.2587113800048826
22,11.292,12.557288,1.26528816986084
22,11.808,12.99834,1.190339653015137
22,12.108,12.804632,0.6966321868896479
22,11.892,12.888753,0.9967529373168951
22,11.292,12.576513,1.2845132904052736
22,11.04,12.577659,1.5376586532592782
22,11.328,12.333858,1.0058575363159186
22,10.884,12.425067,1.5410669479370114
22,12.168,12.497838,0.32983802032470777
22,12.648,12.952267,0.3042666931152347
22,12.708,12.534712,-0.1732881622314455
22,13.5,13.352409,-0.14759063720703125
22,12.792,13.093315,0.30131512451171893
22,11.46,13.103913,1.6439133071899406
23,21.096,13.509711,-7.586288734436035
23,14.472,13.547067,-0.9249333114624019
23,11.268,13.402415,2.13441527557373
23,11.556,12.686046,1.1300456466674813
23,10.704,13.144608,2.440607543945312
23,11.784,12.872322,1.0883220825195306
23,10.98,12.4713,1.4913001251220699
23,10.572,13.429966,2.8579659729003914
23,11.256,12.776031,1.5200305404663084
23,11.292,13.54811,2.2561100082397463
23,11.808,12.696749,0.888748733520508
23,12.108,13.171119,1.0631187362670893
23,11.892,12.996648,1.1046478347778326
23,11.292,13.145232,1.8532322006225588
23,11.04,12.871254,1.831253967285157
23,11.328,12.775459,1.4474592895507818
23,10.884,12.693356,1.809355560302734
23,12.168,12.744475,0.5764753646850593
23,12.648,13.070662,0.422661544799805
23,12.708,13.485567,0.7775670928955076
23,13.5,13.05101,-0.4489898681640625
23,12.792,13.920231,1.1282308654785158
23,11.46,13.612304,2.1523037338256827
23,10.368,13.566987,3.198987037658691
24,14.472,13.92183,-0.5501698226928706
24,11.268,14.132545,2.8645454711914056
24,11.556,13.990546,2.4345462265014657
24,10.704,13.12007,2.4160704574584955
24,11.784,13.563693,1.7796930465698235
24,10.98,13.470207,2.4902072143554683
24,10.572,13.077038,2.5050378112792977
24,11.256,13.862521,2.606521171569824
24,11.292,13.121616,1.8296163635253908
24,11.808,13.876921,2.0689207000732424
24,12.108,13.15385,1.045849601745605
24,11.892,13.540333,1.6483327941894537
24,11.292,13.3221655,2.0301654891967775
24,11.04,13.417815,2.3778152084350594
24,11.328,13.189231,1.861230918884278
24,10.884,12.890289,2.0062893066406247
24,12.168,13.054243,0.8862430877685554
24,12.648,13.045412,0.3974120635986331
24,12.708,13.232213,0.5242130203247068
24,13.5,13.504331,0.004330635070800781
24,12.792,13.184484,0.3924835281372072
24,11.46,13.897095,2.437094726562499
24,10.368,13.526629,3.1586294479370114
24,10.572,13.364217,2.7922168045043954
25,11.268,13.113708,1.845707542419433
25,11.556,13.371407,1.815406555175782
25,10.704,13.243901,2.5399012527465814
25,11.784,12.597074,0.8130735549926751
25,10.98,12.991153,2.011152763366699
25,10.572,12.787491,2.2154908447265633
25,11.256,12.781405,1.525405448913574
25,11.292,13.142736,1.8507364349365236
25,11.808,12.409246,0.6012464447021486
25,12.108,13.078077,0.9700773162841791
25,11.892,12.472541,0.5805408554077154
25,11.292,12.972055,1.6800554351806642
25,11.04,12.365948,1.3259477233886727
25,11.328,12.587867,1.2598667831420904
25,10.884,12.548304,1.6643036041259762
25,12.168,12.158113,-0.009887474060057855
25,12.648,12.437558,-0.2104418258666989
25,12.708,12.648585,-0.059414680480957216
25,13.5,12.165942,-1.3340578079223633
25,12.792,12.605629,-0.18637103271484357
25,11.46,11.974476,0.5144758605957023
25,10.368,12.850639,2.4826393432617184
25,10.572,12.796935,2.2249350814819344
25,10.212,12.319378,2.107377899169922
26,11.556,12.055805,0.49980520629882896
26,10.704,12.151712,1.4477124176025384
26,11.784,12.269922,0.48592225646972587
26,10.98,11.861847,0.8818469238281246
26,10.572,12.132171,1.5601706771850594
26,11.256,11.970366,0.714365524291992
26,11.292,12.058573,0.7665727691650392
26,11.808,12.16085,0.3528495712280275
26,12.108,11.834095,-0.2739049987792974
26,11.892,12.13303,0.24102993774414117
26,11.292,11.907183,0.6151826934814455
26,11.04,12.293002,1.253002128601075
26,11.328,11.804503,0.4765034408569342
26,10.884,11.941946,1.0579460296630856
26,12.168,12.157534,-0.010466354370116449
26,12.648,11.939704,-0.7082960586547848
26,12.708,12.242669,-0.46533089447021503
26,13.5,12.291509,-1.208491325378418
26,12.792,12.115513,-0.6764871520996092
26,11.46,12.213205,0.7532053375244132
26,10.368,11.930662,1.5626621551513669
26,10.572,12.333171,1.7611708908081063
26,10.212,12.564498,2.3524979476928713
26,11.256,12.156287,0.9002871932983396
27,10.704,11.864252,1.160252090454101
27,11.784,11.942792,0.15879193878173758
27,10.98,12.100955,1.1209550094604488
27,10.572,11.672354,1.1003537445068368
27,11.256,11.98394,0.7279401245117185
27,11.292,11.855488,0.5634878234863283
27,11.808,12.003269,0.1952691955566408
27,12.108,12.022964,-0.08503647613525445
27,11.892,11.725384,-0.16661624145507758
27,11.292,12.068673,0.7766731338500978
27,11.04,11.896249,0.8562488174438485
27,11.328,12.261953,0.9339533538818365
27,10.884,11.757487,0.8734872970581051
27,12.168,11.917222,-0.25077797698974535
27,12.648,12.087929,-0.5600712280273434
27,12.708,11.921409,-0.7865913467407228
27,13.5,12.188195,-1.3118047714233398
27,12.792,12.312479,-0.47952098083496075
27,11.46,12.120926,0.6609259033203116
27,10.368,12.185555,1.8175554580688473
27,10.572,11.898652,1.3266520767211922
27,10.212,12.259311,2.0473107223510745
27,11.256,12.565954,1.3099542083740232
27,11.856,12.114061,0.25806135559082044
28,11.784,11.370675,-0.41332491302490304
28,10.98,11.44725,0.4672503662109371
28,10.572,11.733245,1.1612448959350594
28,11.256,11.287105,0.03110460662841774
28,11.292,11.600753,0.3087528305053713
28,11.808,11.537405,-0.2705949859619139
28,12.108,11.741123,-0.3668768005371099
28,11.892,11.607598,-0.2844016952514643
28,11.292,11.405509,0.11350899505615253
28,11.04,11.754713,0.7147130584716805
28,11.328,11.738035,0.4100352020263678
28,10.884,12.015287,1.1312873992919918
28,12.168,11.532078,-0.6359222106933586
28,12.648,11.653318,-0.9946815948486325
28,12.708,11.89689,-0.8111103134155275
28,13.5,11.811076,-1.6889238357543945
28,12.792,12.068155,-0.7238447113037108
