valor,yval,prediccion,error
202,16.128,9.759058,-6.3689420013427736
202,17.34,9.622709,-7.717290725708008
202,15.252,9.6022835,-5.6497165222167975
202,18.18,9.740724,-8.439276390075683
202,16.044,10.415118,-5.628881782531739
202,14.736,9.824866,-4.911133705139161
202,10.98,9.71485,-1.2651495742797856
202,8.544,9.95882,1.4148203430175776
202,8.004,10.164613,2.160612770080567
202,7.8,10.335218,2.53521842956543
203,8.832,10.1048155,1.272815483093261
203,9.06,9.540069,0.4800686264038081
203,11.964,9.827674,-2.1363260879516606
203,13.92,9.620001,-4.2999991607666015
203,15.24,9.996846,-5.243153800964356
203,11.1,9.578127,-1.5218730926513668
203,9.084,9.553746,0.4697462234497074
203,9.18,9.579733,0.3997328948974612
203,8.616,9.66543,1.049430068969727
203,14.292,9.55426,-4.73773974609375
203,16.26,9.5188055,-6.741194496154787
203,16.38,9.482177,-6.897823219299315
203,17.256,9.633732,-7.622268157958985
203,16.128,9.209021,-6.918979385375977
203,17.34,9.76911,-7.570890274047851
203,15.252,9.6715355,-5.580464508056641
203,18.18,9.834483,-8.34551685333252
203,16.044,9.887672,-6.156327575683594
203,14.736,10.624861,-4.111139236450196
203,10.98,10.110362,-0.86963794708252
203,8.544,9.973212,1.4292122421264644
203,8.004,10.290681,2.286680885314942
203,7.8,10.462623,2.66262264251709
203,8.436,10.669108,2.2331083908081055
204,9.06,9.579419,0.5194191360473628
204,11.964,9.233505,-2.730494750976563
204,13.92,9.351763,-4.568237228393555
204,15.24,9.01384,-6.226160278320313
204,11.1,9.480888,-1.619111633300781
204,9.084,9.248047,0.16404687500000037
204,9.18,9.320181,0.14018089294433622
204,8.616,9.2343645,0.6183645095825199
204,14.292,9.252042,-5.039958183288574
204,16.26,9.376868,-6.883131752014162
204,16.38,9.320507,-7.059492950439452
204,17.256,9.327006,-7.928993659973145
204,16.128,9.273454,-6.854546287536621
204,17.34,8.924797,-8.415202941894531
204,15.252,9.405462,-5.846537734985352
204,18.18,9.335794,-8.84420555114746
204,16.044,9.540389,-6.503610939025879
204,14.736,9.754999,-4.981000839233399
204,10.98,10.213175,-0.7668251800537114
204,8.544,9.955926,1.4119259414672847
204,8.004,9.787466,1.7834660491943364
204,7.8,10.145966,2.345965576171875
204,8.436,10.266525,1.8305252685546876
204,12.78,10.466341,-2.3136589813232415
205,11.964,9.519084,-2.444916023254395
205,13.92,9.172644,-4.7473563385009765
205,15.24,9.313751,-5.926248779296875
205,11.1,9.007121,-2.092878913879394
205,9.084,9.380714,0.2967144165039066
205,9.18,9.250814,0.07081443786621122
205,8.616,9.282226,0.6662256088256839
205,14.292,9.215098,-5.076901618957519
205,16.26,9.248134,-7.011866340637209
205,16.38,9.355697,-7.024303321838378
205,17.256,9.30074,-7.955259757995606
205,16.128,9.251918,-6.876082160949707
205,17.34,9.255777,-8.08422264099121
205,15.252,8.9133,-6.338700439453126
205,18.18,9.399523,-8.78047721862793
205,16.044,9.333419,-6.710581153869629
205,14.736,9.529395,-5.206604896545411
205,10.98,9.801095,-1.1789049911499028
205,8.544,10.252523,1.7085234222412105
205,8.004,9.954264,1.9502636871337895
205,7.8,9.841419,2.0414192199707033
205,8.436,10.175157,1.739156593322754
205,12.78,10.256967,-2.5230334091186517
205,11.064,10.507991,-0.5560091629028321
206,13.92,10.638399,-3.281600875854492
206,15.24,10.161841,-5.07815860748291
206,11.1,10.299046,-0.800954437255859
206,9.084,10.255581,1.1715809020996097
206,9.18,10.523147,1.3431466293334964
206,8.616,10.159431,1.5434314575195316
206,14.292,10.11157,-4.180429641723633
206,16.26,10.346498,-5.913502464294435
206,16.38,10.345179,-6.034821395874022
206,17.256,10.378025,-6.87797494506836
206,16.128,10.228424,-5.899575927734375
206,17.34,10.166663,-7.17333683013916
206,15.252,10.162839,-5.08916106414795
206,18.18,9.873439,-8.306561164855957
206,16.044,10.220602,-5.8233979644775395
206,14.736,10.540528,-4.195471702575684
206,10.98,10.345939,-0.6340613174438481
206,8.544,10.4884615,1.9444614944458003
206,8.004,11.063612,3.05961198425293
206,7.8,10.794135,2.994135093688965
206,8.436,10.713954,2.277953971862793
206,12.78,11.044245,-1.7357552337646478
206,11.064,10.967539,-0.096461166381836
206,11.436,11.301358,-0.13464177703857416
207,15.24,12.093506,-3.146494140625
207,11.1,11.601065,0.5010646820068363
207,9.084,11.590141,2.506141296386719
207,9.18,11.586591,2.4065907669067386
207,8.616,11.97662,3.3606197204589847
207,14.292,11.200508,-3.0914918823242186
207,16.26,11.363222,-4.896777877807619
207,16.38,11.605932,-4.774067764282226
207,17.256,11.523192,-5.732807594299317
207,16.128,11.699387,-4.428613403320313
207,17.34,11.304305,-6.035694923400879
207,15.252,11.4565525,-3.7954474945068366
207,18.18,11.091219,-7.088781051635742
207,16.044,10.975385,-5.068615287780762
207,14.736,10.95879,-3.7772101745605475
207,10.98,11.404276,0.42427589416503864
207,8.544,10.760194,2.216193824768066
207,8.004,11.037322,3.033322044372559
207,7.8,11.389319,3.58931941986084
207,8.436,11.361869,2.9258688583374024
207,12.78,10.894925,-1.8850748825073236
207,11.064,11.477692,0.41369165039062494
207,11.436,11.39773,-0.03827012634277338
207,10.956,11.606857,0.650857299804688
208,11.1,12.673554,1.5735544204711918
208,9.084,12.105588,3.021587959289551
208,9.18,12.040418,2.8604176712036136
208,8.616,12.033317,3.4173166122436527
208,14.292,12.437608,-1.854392234802246
208,16.26,11.609329,-4.650670776367189
208,16.38,11.7467985,-4.633201484680175
208,17.256,12.158335,-5.097665267944336
208,16.128,11.922402,-4.2055976181030275
208,17.34,12.122487,-5.21751293182373
208,15.252,11.573285,-3.6787148971557624
208,18.18,11.834166,-6.3458344268798825
208,16.044,11.436924,-4.60707601928711
208,14.736,11.463745,-3.2722548828125007
208,10.98,11.231107,0.25110675811767535
208,8.544,11.598124,3.0541235504150386
208,8.004,11.037192,3.033192344665528
208,7.8,11.291061,3.4910614013671877
208,8.436,11.516816,3.0808161392211915
208,12.78,11.663133,-1.1168673324584955
208,11.064,10.998622,-0.06537805938720709
208,11.436,11.782657,0.3466566696166993
208,10.956,11.721663,0.7656634750366216
208,10.248,11.835735,1.5877353210449225
209,9.084,11.756021,2.672020545959473
209,9.18,11.233312,2.0533116531372073
209,8.616,11.215942,2.5999423828125003
209,14.292,11.218053,-3.073947135925293
209,16.26,11.66093,-4.599070320129396
209,16.38,10.781162,-5.598837738037108
209,17.256,10.879294,-6.376705604553223
209,16.128,11.111209,-5.016791084289551
209,17.34,11.0652895,-6.274710502624512
209,15.252,11.080896,-4.171103622436524
209,18.18,10.80571,-7.374290161132812
209,16.044,10.987987,-5.05601343536377
209,14.736,10.604058,-4.1319417343139655
209,10.98,10.296202,-0.6837982940673832
209,8.544,10.526504,1.9825035629272456
209,8.004,10.96533,2.9613301239013676
209,7.8,10.543874,2.7438737869262697
209,8.436,10.479064,2.0430639877319337
209,12.78,10.969243,-1.8107569503784173
209,11.064,10.9300375,-0.13396250152587896
209,11.436,10.697124,-0.7388764724731445
209,10.956,11.097736,0.1417363586425786
209,10.248,11.194199,0.9461986083984382
209,10.692,11.240779,0.5487789230346678
210,9.18,10.666842,1.4868424606323245
210,8.616,10.3204365,1.7044364776611332
210,14.292,10.281127,-4.010873023986816
210,16.26,10.172047,-6.087953338623048
210,16.38,10.558185,-5.821815376281737
210,17.256,10.008232,-7.2477678833007815
210,16.128,10.15246,-5.9755399017333986
210,17.34,10.225101,-7.114898529052734
210,15.252,10.238035,-5.0139647979736335
210,18.18,10.291516,-7.888483695983886
210,16.044,10.06686,-5.977139801025391
210,14.736,10.179601,-4.556399284362794
210,10.98,9.832388,-1.1476120758056645
210,8.544,9.576843,1.0328432617187495
210,8.004,9.891161,1.8871609649658208
210,7.8,10.221341,2.421341133117676
210,8.436,9.898382,1.4623821868896485
210,12.78,10.106045,-2.67395523071289
210,11.064,10.459335,-0.6046646728515626
210,11.436,10.319619,-1.1163808212280273
210,10.956,10.233624,-0.7223755416870112
210,10.248,10.527681,0.2796813507080085
210,10.692,10.553227,-0.13877257537841814
210,9.444,10.742464,1.298464065551757
211,8.616,9.962284,1.346284088134766
211,14.292,9.516295,-4.775704566955566
211,16.26,9.659096,-6.600904235839845
211,16.38,9.507244,-6.872755889892577
211,17.256,9.766921,-7.489078956604004
211,16.128,9.64827,-6.479730346679688
211,17.34,9.614222,-7.725778427124023
211,15.252,9.734232,-5.517768051147462
211,18.18,9.720291,-8.459708862304687
211,16.044,9.829148,-6.214851707458497
211,14.736,9.711816,-5.0241841659545905
211,10.98,9.637913,-1.3420872497558598
211,8.544,9.581037,1.0370365676879878
211,8.004,9.337434,1.3334338150024418
211,7.8,9.748033,1.948032569885254
211,8.436,9.931431,1.4954308166503907
211,12.78,9.901288,-2.878711967468261
211,11.064,10.173314,-0.890685905456543
211,11.436,10.579248,-0.8567515716552734
211,10.956,10.422318,-0.5336815414428706
211,10.248,10.375397,0.12739672851562567
211,10.692,10.637141,-0.0548587722778322
211,9.444,10.599202,1.1552021560668937
211,11.052,10.949113,-0.1028871078491207
212,14.292,9.794146,-4.4978544158935545
212,16.26,9.369306,-6.890694389343263
212,16.38,9.491778,-6.888221626281737
212,17.256,9.310026,-7.945973831176758
212,16.128,9.610124,-6.517876365661621
212,17.34,9.512342,-7.82765754699707
212,15.252,9.504727,-5.747272636413575
212,18.18,9.590841,-8.589158706665039
212,16.044,9.574614,-6.469386428833008
212,14.736,9.718572,-5.017428337097169
212,10.98,9.593128,-1.3868717956542973
212,8.544,9.539664,0.9956642684936519
212,8.004,9.45604,1.4520403823852543
212,7.8,9.239987,1.439987373352051
212,8.436,9.649172,1.2131718292236329
212,12.78,9.817783,-2.9622166442871087
212,11.064,9.805144,-1.2588556900024415
212,11.436,10.10839,-1.3276101455688476
212,10.956,10.464588,-0.4914118347167964
212,10.248,10.3451185,0.09711852264404364
212,10.692,10.280303,-0.4116969985961916
212,9.444,10.536562,1.092561965942382
212,11.052,10.516521,-0.5354785461425777
212,10.848,10.86154,0.013539840698241434
213,16.26,11.650086,-4.609913597106935
213,16.38,11.127639,-5.252361183166503
213,17.256,11.231195,-6.024804550170899
213,16.128,11.270038,-4.857962348937988
213,17.34,11.612715,-5.727285232543945
213,15.252,11.007572,-4.244427825927735
213,18.18,11.238727,-6.941273384094238
213,16.044,11.443776,-4.600223869323731
213,14.736,11.425447,-3.310552536010743
213,10.98,11.581387,0.601386566162109
213,8.544,11.281546,2.7375456390380855
213,8.004,11.37069,3.3666903457641606
213,7.8,11.118464,3.318464469909668
213,8.436,11.120026,2.684025634765625
213,12.78,10.96006,-1.819939880371093
213,11.064,11.506607,0.44260705566406244
213,11.436,10.87179,-0.5642100677490234
213,10.956,11.3030815,0.34708151245117236
213,10.248,11.672968,1.4249679107666022
213,10.692,11.493079,0.8010791854858397
213,9.444,11.078209,1.634208923339843
213,11.052,11.631078,0.5790777664184574
213,10.848,11.573313,0.7253127593994133
213,10.38,11.838227,1.4582272720336906
214,16.38,12.453492,-3.9265078353881826
214,17.256,11.802679,-5.453320938110352
214,16.128,11.859005,-4.268995025634766
214,17.34,11.8828335,-5.457166519165039
214,15.252,12.256672,-2.9953280944824225
214,18.18,11.503939,-6.676061325073242
214,16.044,11.695926,-4.348074287414551
214,14.736,12.151128,-2.5848721847534186
214,10.98,11.951588,0.9715876770019527
214,8.544,11.989334,3.445334106445312
214,8.004,11.584643,3.580643363952637
214,7.8,11.838097,4.038096618652344
214,8.436,11.501529,3.0655287399291993
214,12.78,11.670976,-1.1090243148803705
214,11.064,11.252969,0.1889687881469726
214,11.436,11.727839,0.291839469909668
214,10.956,11.200411,0.2444108428955083
214,10.248,11.509317,1.2613173980712897
214,10.692,11.796457,1.104457290649414
214,9.444,11.769046,2.3250458297729484
214,11.052,11.236438,0.18443779754638712
214,10.848,11.943775,1.0957751770019524
214,10.38,11.904448,1.5244475555419914
214,11.064,12.039351,0.975351463317871
215,17.256,12.716471,-4.539529281616211
215,16.128,12.170101,-3.9578988342285157
215,17.34,12.211877,-5.12812313079834
215,15.252,12.146106,-3.105894233703614
215,18.18,12.567599,-5.6124007034301755
215,16.044,11.809166,-4.234834045410157
215,14.736,11.853378,-2.882621704101563
215,10.98,12.408598,1.4285979461669918
215,8.544,12.145529,3.6015287933349605
215,8.004,12.358814,4.354814239501954
215,7.8,11.680791,3.880790901184082
215,8.436,12.080897,3.644897331237793
215,12.78,11.699898,-1.080102233886718
215,11.064,11.985768,0.9217683181762695
215,11.436,11.669833,0.23383318328857428
215,10.956,11.983291,1.0272906723022466
215,10.248,11.526482,1.2784816284179694
215,10.692,11.807927,1.1159271316528319
215,9.444,11.883259,2.4392588195800773
215,11.052,12.086794,1.0347938995361332
215,10.848,11.52394,0.6759400863647453
215,10.38,12.332461,1.9524613571166984
215,11.064,12.343039,1.2790385589599609
215,11.052,12.357675,1.305674598693848
216,16.128,13.091125,-3.0368754653930665
216,17.34,12.630681,-4.709318962097168
216,15.252,12.660562,-2.591438438415528
216,18.18,12.41353,-5.766469650268554
216,16.044,12.925996,-3.118004173278809
216,14.736,12.198227,-2.537773071289063
216,10.98,12.104748,1.1247477722167964
216,8.544,12.716575,4.172574668884277
216,8.004,12.3811655,4.377165504455567
216,7.8,12.841249,5.041249465942383
216,8.436,11.945453,3.5094526901245118
216,12.78,12.392805,-0.3871949005126947
216,11.064,12.009423,0.9454232559204101
216,11.436,12.3078165,0.871816505432129
216,10.956,12.042973,1.086972564697266
216,10.248,12.224796,1.9767962951660163
216,10.692,11.787816,1.0958160476684569
216,9.444,12.08462,2.640620475769042
216,11.052,12.06768,1.0156803588867191
216,10.848,12.423561,1.5755610961914055
216,10.38,11.854542,1.4745417785644523
216,11.064,12.732865,1.6688653335571288
216,11.052,12.689255,1.637254760742188
216,11.352,12.674339,1.3223392944335934
217,17.34,12.952048,-4.3879516983032225
217,15.252,12.570586,-2.681413795471192
217,18.18,12.5909605,-5.589039497375488
217,16.044,12.31954,-3.7244599761962895
217,14.736,12.885083,-1.8509168014526374
217,10.98,12.149561,1.1695609283447261
217,8.544,12.063474,3.5194737014770503
217,8.004,12.630569,4.626569458007813
217,7.8,12.25175,4.451749992370606
217,8.436,12.848721,4.412720550537109
217,12.78,11.904845,-0.8751547622680658
217,11.064,12.405655,1.3416549072265624
217,11.436,11.945045,0.5090454711914063
217,10.956,12.243111,1.2871106567382817
217,10.248,12.060471,1.8124705810546882
217,10.692,12.193142,1.5011419372558592
217,9.444,11.83222,2.3882200775146476
217,11.052,12.117642,1.0656424026489262
217,10.848,11.970034,1.122033645629882
217,10.38,12.479762,2.099762077331542
217,11.064,11.794578,0.7305775985717773
217,11.052,12.791357,1.7393570404052738
217,11.352,12.823719,1.4717190246582028
217,11.292,12.674707,1.3827074127197267
218,15.252,13.202899,-2.049101020812989
218,18.18,12.813175,-5.366824798583984
218,16.044,12.902331,-3.1416686477661138
218,14.736,12.531915,-2.2040852890014655
218,10.98,13.104731,2.124730606079101
218,8.544,12.420742,3.876742034912109
218,8.004,12.259135,4.255135246276856
218,7.8,12.8468685,5.046868515014649
218,8.436,12.535002,4.099001754760742
218,12.78,13.154867,0.3748671722412116
218,11.064,12.2038355,1.1398354873657226
218,11.436,12.629908,1.1939076080322266
218,10.956,12.26472,1.308719963073731
218,10.248,12.569927,2.3219272155761725
218,10.692,12.378635,1.6866354064941405
218,9.444,12.485215,3.041215187072753
218,11.052,12.136792,1.0847921829223637
218,10.848,12.360181,1.5121808547973625
218,10.38,12.401254,2.021253700256347
218,11.064,12.809086,1.7450858459472656
218,11.052,12.248374,1.1963739852905277
218,11.352,13.125474,1.7734739761352536
218,11.292,13.081983,1.7899826126098635
218,11.88,13.009928,1.1299277496337883
219,18.18,13.093774,-5.08622615814209
219,16.044,12.847681,-3.196318954467774
219,14.736,12.925854,-1.8101462707519538
219,10.98,12.590165,1.6101651382446285
219,8.544,13.100928,4.556928306579589
219,8.004,12.455347,4.451347061157227
219,7.8,12.424778,4.624777984619141
219,8.436,12.8088255,4.372825492858887
219,12.78,12.46915,-0.31085041046142514
219,11.064,13.036525,1.972524772644043
219,11.436,12.215329,0.7793291702270508
219,10.956,12.616927,1.6609271469116216
219,10.248,12.128863,1.8808633346557624
219,10.692,12.432156,1.7401556091308592
219,9.444,12.348531,2.9045307693481437
219,11.052,12.355387,1.3033867340087895
219,10.848,12.151622,1.3036218185424797
219,10.38,12.373672,1.9936715316772453
219,11.064,12.203912,1.139911781311035
219,11.052,12.571311,1.5193109970092777
219,11.352,11.967912,0.6159117202758786
219,11.292,12.815189,1.5231893615722658
219,11.88,12.852728,0.9727278900146477
219,12.18,12.589111,0.4091113281250003
220,16.044,13.476319,-2.567680686950684
220,14.736,13.505066,-1.2309340820312507
220,10.98,13.637481,2.657480735778808
220,8.544,12.899738,4.355738311767578
220,8.004,13.291908,5.287908264160157
220,7.8,13.021996,5.221995544433594
220,8.436,12.855308,4.419307579040527
220,12.78,13.379767,0.5997674179077155
220,11.064,13.01026,1.9462596282958984
220,11.436,13.660352,2.2243517532348633
220,10.956,13.037164,2.0811637344360356
220,10.248,13.277102,3.02910247039795
220,10.692,13.02278,2.330780418395996
220,9.444,13.314222,3.870222335815429
220,11.052,13.18723,2.1352301101684574
220,10.848,12.973375,2.1253753204345696
220,10.38,13.082036,2.7020360183715812
220,11.064,13.088945,2.0249453887939453
220,11.052,13.466732,2.4147320251464848
220,11.352,13.605803,2.253802536010742
220,11.292,13.228103,1.9361026840209963
220,11.88,13.859066,1.9790660095214836
220,12.18,13.635053,1.4550526809692386
220,12.0,13.4654045,1.4654045104980469
221,14.736,13.349842,-1.3861579284667975
221,10.98,13.511577,2.531576652526855
221,8.544,13.647407,5.103406578063964
221,8.004,12.896702,4.892701812744141
221,7.8,13.245908,5.445907783508301
221,8.436,13.065237,4.629237045288086
221,12.78,13.063909,0.28390857696533267
221,11.064,13.354387,2.2903872833251953
221,11.436,12.918841,1.4828413619995118
221,10.956,13.549678,2.5936778488159185
221,10.248,13.051728,2.803728248596192
221,10.692,13.293585,2.6015848236083983
221,9.444,12.870998,3.4269983825683585
221,11.052,13.218396,2.1663961868286137
221,10.848,13.152461,2.304461051940917
221,10.38,12.773399,2.393399353027343
221,11.064,13.073723,2.0097228393554687
221,11.052,13.177716,2.1257162551879887
221,11.352,13.18723,1.8352301101684567
221,11.292,13.364166,2.072166259765625
221,11.88,12.907546,1.0275460433959953
221,12.18,13.552911,1.3729108047485354
221,12.0,13.398187,1.3981866836547852
221,11.508,13.027325,1.5193246765136728
222,10.98,13.033769,2.0537686538696285
222,8.544,13.227818,4.68381753540039
222,8.004,13.333107,5.329106994628907
222,7.8,12.675256,4.87525577545166
222,8.436,13.0922165,4.656216491699219
222,12.78,12.864733,0.08473274230957095
222,11.064,12.893712,1.829712043762207
222,11.436,13.132435,1.6964348449707032
222,10.956,12.652754,1.6967538299560552
222,10.248,13.248113,3.0001126785278327
222,10.692,12.708845,2.0168451385498045
222,9.444,13.119631,3.675630813598632
222,11.052,12.563532,1.511531875610352
222,10.848,12.958636,2.110636283874511
222,10.38,12.953318,2.5733176422119133
222,11.064,12.607854,1.543853889465332
222,11.052,12.919566,1.8675661544799809
222,11.352,13.060059,1.7080585937499997
222,11.292,12.741138,1.4491384582519533
222,11.88,13.012819,1.132819290161132
222,12.18,12.547312,0.36731178283691435
222,12.0,13.214307,1.2143068313598633
222,11.508,13.256908,1.7489084167480478
222,11.364,12.732462,1.3684619293212883
223,8.544,12.462966,3.9189659652709956
223,8.004,12.36363,4.359630294799805
223,7.8,12.512926,4.7129261016845705
223,8.436,12.244729,3.8087290420532227
223,12.78,12.719514,-0.060486106872557954
223,11.064,12.390186,1.326186309814453
223,11.436,12.449146,1.0131462707519532
223,10.956,12.455833,1.4998334350585942
223,10.248,12.201207,1.9532071609497077
223,10.692,12.471458,1.7794584350585936
223,9.444,12.081519,2.637519126892089
223,11.052,12.503943,1.4519434432983402
223,10.848,11.976252,1.1282516021728508
223,10.38,12.135161,1.7551613998413078
223,11.064,12.264305,1.2003051147460937
223,11.052,12.170771,1.118770645141602
223,11.352,12.35249,1.000490425109863
223,11.292,12.399578,1.107578094482422
223,11.88,11.986332,0.10633193969726484
223,12.18,12.118869,-0.0611311721801755
223,12.0,11.839324,-0.1606760025024414
223,11.508,12.22042,0.7124198837280282
223,11.364,12.496793,1.132792793273925
223,11.544,12.133365,0.5893646774291987
224,8.004,11.380365,3.376365371704102
224,7.8,11.207569,3.4075691223144533
224,8.436,11.564813,3.128812660217285
224,12.78,11.302541,-1.4774592208862298
224,11.064,11.785492,0.7214919433593749
224,11.436,11.563278,0.12727819824218756
224,10.956,11.747998,0.7919982376098638
224,10.248,11.441909,1.1939088363647468
224,10.692,11.370276,0.6782764511108397
224,9.444,11.572441,2.128441101074218
224,11.052,11.462871,0.41087059783935587
224,10.848,11.703122,0.85512213897705
224,10.38,11.226943,0.8469430160522453
224,11.064,11.2621765,0.19817651367187494
224,11.052,11.540233,0.48823265838623087
224,11.352,11.645466,0.2934658508300778
224,11.292,11.805789,0.5137889938354494
224,11.88,11.973759,0.09375869750976484
224,12.18,11.6078415,-0.572158508300781
224,12.0,11.390332,-0.6096677780151367
224,11.508,11.508766,0.0007661743164071311
224,11.364,11.510295,0.1462949142456047
224,11.544,12.092253,0.5482527313232417
224,13.008,11.532721,-1.4752794342041007
225,7.8,10.504575,2.704574775695801
225,8.436,10.362024,1.9260243072509766
225,12.78,10.790387,-1.989612846374511
225,11.064,10.515885,-0.5481146469116212
225,11.436,10.876051,-0.5599490509033203
225,10.956,11.017378,0.06137785339355517
225,10.248,11.0975895,0.8495894927978522
225,10.692,10.805896,0.11389580535888655
225,9.444,10.757162,1.31316209411621
225,11.052,10.9671135,-0.08488650512695273
225,10.848,10.921058,0.07305770111083909
225,10.38,11.002766,0.6227656555175773
225,11.064,10.780646,-0.2833536758422852
225,11.052,10.852479,-0.1995210189819332
225,11.352,11.231385,-0.1206147689819339
225,11.292,11.255184,-0.03681582641601544
225,11.88,11.594773,-0.2852267074584969
225,12.18,11.87974,-0.30026023864746065
225,12.0,11.53204,-0.4679603576660156
225,11.508,11.218259,-0.28974114227294834
225,11.364,11.465484,0.10148366546630783
225,11.544,11.383387,-0.16061338806152392
225,13.008,11.848475,-1.1595245437622062
225,13.164,11.494044,-1.6699556961059567
226,8.436,10.082011,1.6460112228393555
226,12.78,9.941649,-2.8383505630493158
226,11.064,10.431537,-0.6324633255004883
226,11.436,10.129397,-1.3066026077270507
226,10.956,10.428101,-0.5278994140624995
226,10.248,10.770748,0.522748138427735
226,10.692,10.781042,0.08904209899902327
226,9.444,10.48819,1.0441896972656242
226,11.052,10.420859,-0.6311406631469723
226,10.848,10.687915,-0.16008515167236403
226,10.38,10.692912,0.3129121017456047
226,11.064,10.664965,-0.39903532409667974
226,11.052,10.59631,-0.4556903381347652
226,11.352,10.688721,-0.6632792968750003
226,11.292,11.162723,-0.1292774124145506
226,11.88,11.0606365,-0.8193634796142586
226,12.18,11.555798,-0.6242024230957028
226,12.0,11.883955,-0.11604499816894531
226,11.508,11.538557,0.03055705261230557
226,11.364,11.248356,-0.11564413452148514
226,11.544,11.500228,-0.04377207183837939
226,13.008,11.415162,-1.5928379135131827
226,13.164,11.790498,-1.3735022201538083
226,12.828,11.537727,-1.2902726440429682
227,12.78,10.035302,-2.744697837829589
227,11.064,10.017709,-1.0462912216186524
227,11.436,10.407654,-1.02834619140625
227,10.956,10.327031,-0.6289688644409175
227,10.248,10.404181,0.1561805267333991
227,10.692,10.978321,0.28632107543945295
227,9.444,10.923155,1.4791548309326163
227,11.052,10.692618,-0.35938162994384726
227,10.848,10.681664,-0.1663355331420906
227,10.38,10.893941,0.5139409255981437
227,11.064,11.01705,-0.04695021057128912
227,11.052,10.900144,-0.15185637664794882
227,11.352,11.082021,-0.2699792404174808
227,11.292,11.1157465,-0.17625350189208966
227,11.88,11.541453,-0.3385466384887703
227,12.18,11.40193,-0.77807014465332
227,12.0,11.872381,-0.12761878967285156
227,11.508,12.1986065,0.6906064910888681
227,11.364,11.837441,0.4734414443969719
227,11.544,11.670388,0.12638822174072217
227,13.008,11.952362,-1.0556379394531241
227,13.164,11.783962,-1.3800377502441403
227,12.828,12.036731,-0.7912692337036127
227,13.14,11.896686,-1.2433143997192388
228,11.064,10.732598,-0.3314016952514649
228,11.436,11.081696,-0.35430444335937494
228,10.956,11.160665,0.20466455841064501
228,10.248,11.130984,0.8829843063354499
228,10.692,11.121614,0.42961445617675764
228,9.444,11.609125,2.1651251373291007
228,11.052,11.769235,0.717234657287598
228,10.848,11.825907,0.9779067535400383
228,10.38,11.746444,1.3664437484741203
228,11.064,11.897203,0.8332034454345703
228,11.052,12.132412,1.0804119567871098
228,11.352,12.306361,0.9543611984252927
228,11.292,12.317065,1.025065238952637
228,11.88,12.5077505,0.6277505111694328
228,12.18,12.456898,0.2768977355957034
228,12.0,12.500564,0.5005636215209961
228,11.508,12.721108,1.2131084365844735
228,11.364,13.003292,1.6392920837402336
228,11.544,12.796012,1.2520119247436519
228,13.008,12.832602,-0.17539845275878818
228,13.164,12.881132,-0.2828678741455075
228,12.828,12.875273,0.047272750854492784
228,13.14,12.995589,-0.14441074371337947
228,12.156,12.807492,0.6514922561645502
229,11.436,11.026208,-0.4097920761108398
229,10.956,11.372522,0.41652235412597705
229,10.248,11.4404545,1.1924544830322272
229,10.692,11.423659,0.7316593246459959
229,9.444,11.4116335,1.9676334915161124
229,11.052,11.806913,0.7549133758544926
229,10.848,11.933917,1.085917045593261
229,10.38,11.953251,1.5732508850097648
229,11.064,11.867674,0.8036738739013671
229,11.052,12.089372,1.0373716812133793
229,11.352,12.308295,0.9562952499389645
229,11.292,12.515523,1.2235229568481447
229,11.88,12.471468,0.591467971801757
229,12.18,12.563913,0.38391334533691435
229,12.0,12.640567,0.6405668258666992
229,11.508,12.571998,1.0639976425170907
229,11.364,12.820198,1.4561980590820305
229,11.544,12.966902,1.4229017791748042
229,13.008,12.749059,-0.2589412765502921
229,13.164,12.973649,-0.1903509750366208
229,12.828,12.935958,0.10795790863037169
229,13.14,12.952699,-0.18730129241943416
229,12.156,13.132424,0.9764243545532221
229,11.268,12.853858,1.5858579940795892
230,10.956,11.033937,0.0779374542236333
230,10.248,11.382911,1.1349107284545905
230,10.692,11.429744,0.7377437667846678
230,9.444,11.402685,1.9586851654052726
230,11.052,11.437333,0.3853331069946293
230,10.848,11.80208,0.9540801544189446
230,10.38,11.960615,1.580615158081054
230,11.064,11.981483,0.9174834594726562
230,11.052,11.887211,0.835210845947266
230,11.352,12.110671,0.7586710433959958
230,11.292,12.3314295,1.0394294815063478
230,11.88,12.567925,0.6879254531860344
230,12.18,12.489434,0.30943424224853544
230,12.0,12.597533,0.5975332260131836
230,11.508,12.621626,1.1136259002685556
230,11.364,12.599156,1.2351563796997063
230,11.544,12.825874,1.2818743286132808
230,13.008,12.974153,-0.03384743499755771
230,13.164,12.750759,-0.4132408752441403
230,12.828,12.975645,0.14764506530761778
230,13.14,12.926462,-0.2135378265380865
230,12.156,12.947012,0.7910119476318354
230,11.268,13.147971,1.8799711532592767
230,12.36,12.845801,0.4858013534545904
231,10.248,11.048462,0.8004619140625007
231,10.692,11.404102,0.712102325439453
231,9.444,11.448073,2.0040733871459953
231,11.052,11.424269,0.3722687225341801
231,10.848,11.461123,0.6131234664916985
231,10.38,11.813063,1.433062667846679
231,11.064,11.975369,0.9113694534301757
231,11.052,11.983805,0.9318047027587895
231,11.352,11.89774,0.5457403640747067
231,11.292,12.130792,0.8387916641235353
231,11.88,12.347251,0.46725093841552656
231,12.18,12.583325,0.40332538604736357
231,12.0,12.500684,0.5006837844848633
231,11.508,12.597444,1.0894435806274423
