yval,predicciones,error
"[11.364, 11.544, 13.008, 13.164, 12.828, 13.14, 12.156, 11.268, 12.36, 12.6, 11.34, 11.16, 11.448, 11.844, 11.832, 11.676, 11.124, 11.208, 11.616, 11.976, 11.928, 11.544, 11.94, 11.556]","[12.0723505, 12.0912285, 12.105058, 12.200979, 12.418009, 12.425652, 12.490695, 12.542862, 12.437459, 12.460828, 12.419322, 12.698347, 12.528625, 12.623513, 12.564508, 12.588095, 12.680319, 12.729276, 12.327185, 12.53096, 12.496709, 12.525245, 12.652499, 12.473071]","[0.7083505020141594, 0.5472284851074214, -0.9029422836303702, -0.9630207672119138, -0.40999119567871034, -0.7143484497070318, 0.33469499969482364, 1.2748619384765618, 0.0774589920043951, -0.13917217254638636, 1.0793220138549806, 1.5383470916748045, 1.0806245346069332, 0.7795132217407232, 0.7325084381103508, 0.9120947113037108, 1.5563188323974604, 1.5212757034301756, 0.7111846771240238, 0.5549600830078116, 0.5687088699340812, 0.9812447128295894, 0.7124991989135747, 0.9170710983276376]"
"[11.544, 13.008, 13.164, 12.828, 13.14, 12.156, 11.268, 12.36, 12.6, 11.34, 11.16, 11.448, 11.844, 11.832, 11.676, 11.124, 11.208, 11.616, 11.976, 11.928, 11.544, 11.94, 11.556, 11.496]","[11.916308, 11.957994, 11.98767, 12.077957, 12.3113365, 12.347202, 12.440378, 12.446487, 12.358015, 12.410368, 12.413214, 12.6779995, 12.507091, 12.584595, 12.525571, 12.587834, 12.665378, 12.74522, 12.342326, 12.525944, 12.508581, 12.51668, 12.667686, 12.470053]","[0.37230840301513624, -1.0500055389404288, -1.176330055236816, -0.7500428466796869, -0.8286634826660162, 0.19120230102539004, 1.1723781890869134, 0.08648742675781307, -0.24198493957519496, 1.0703679656982423, 1.2532137298583983, 1.2299994964599605, 0.663090568542481, 0.7525947265624993, 0.8495708694458006, 1.4638343582153315, 1.457377616882324, 1.1292201843261722, 0.3663261642456046, 0.5979437561035148, 0.964581161499023, 0.5766797637939458, 1.1116864624023446, 0.9740527191162105]"
"[13.008, 13.164, 12.828, 13.14, 12.156, 11.268, 12.36, 12.6, 11.34, 11.16, 11.448, 11.844, 11.832, 11.676, 11.124, 11.208, 11.616, 11.976, 11.928, 11.544, 11.94, 11.556, 11.496, 11.604]","[11.911729, 11.937977, 11.981395, 12.063211, 12.301377, 12.334854, 12.4393835, 12.436581, 12.355955, 12.396726, 12.408799, 12.664825, 12.490882, 12.579395, 12.503138, 12.578666, 12.642158, 12.740702, 12.346207, 12.498036, 12.495447, 12.488752, 12.641937, 12.448544]","[-1.0962711410522452, -1.2260231628417966, -0.8466052322387689, -1.0767885589599615, 0.14537729644775332, 1.0668541259765618, 0.07938350677490291, -0.16341934204101527, 1.0159551239013673, 1.2367256546020506, 0.9607991714477535, 0.8208254394531256, 0.6588819198608391, 0.903395294189453, 1.379137588500976, 1.3706657333374022, 1.0261575546264652, 0.7647016754150382, 0.4182066650390617, 0.954036384582519, 0.5554471588134771, 0.9327523651123055, 1.1459372558593746, 0.8445435485839852]"
"[13.164, 12.828, 13.14, 12.156, 11.268, 12.36, 12.6, 11.34, 11.16, 11.448, 11.844, 11.832, 11.676, 11.124, 11.208, 11.616, 11.976, 11.928, 11.544, 11.94, 11.556, 11.496, 11.604, 11.52]","[12.328134, 12.182501, 12.29814, 12.260565, 12.546508, 12.516344, 12.566605, 12.671448, 12.601313, 12.52179, 12.48225, 12.723946, 12.563941, 12.743945, 12.548068, 12.601389, 12.695695, 12.728638, 12.533669, 12.524926, 12.582745, 12.537425, 12.612176, 12.54773]","[-0.835866416931152, -0.645499160766601, -0.8418604278564459, 0.10456480407714785, 1.278507835388183, 0.15634407043457088, -0.033395385742187145, 1.3314477539062501, 1.4413126373291014, 1.0737895507812496, 0.6382502136230475, 0.8919456176757805, 0.8879410018920897, 1.6199451217651362, 1.340068046569824, 0.9853889312744144, 0.719694923400878, 0.8006376953124992, 0.9896694717407222, 0.5849261856079107, 1.0267445983886727, 1.04142504119873, 1.008175941467286, 1.0277304458618168]"
"[12.828, 13.14, 12.156, 11.268, 12.36, 12.6, 11.34, 11.16, 11.448, 11.844, 11.832, 11.676, 11.124, 11.208, 11.616, 11.976, 11.928, 11.544, 11.94, 11.556, 11.496, 11.604, 11.52, 11.208]","[12.722612, 12.583346, 12.679042, 12.546186, 12.854963, 12.787682, 12.749224, 12.984542, 12.81574, 12.773191, 12.588199, 12.879978, 12.692017, 12.947605, 12.7196045, 12.683943, 12.833118, 12.834335, 12.6097145, 12.649452, 12.6725235, 12.725568, 12.749189, 12.6448555]","[-0.10538761901855409, -0.5566536331176763, 0.5230418624877924, 1.278186447143554, 0.49496330261230526, 0.1876815795898441, 1.4092237091064455, 1.824541893005371, 1.3677396316528316, 0.9291914520263678, 0.7561986618041985, 1.2039781799316405, 1.5680166015624994, 1.7396051330566404, 1.1036044921875003, 0.7079427947998038, 0.9051184387207023, 1.290335327148437, 0.6697145080566411, 1.093452209472657, 1.1765234985351558, 1.121567817687989, 1.2291893768310551, 1.436855499267578]"
"[13.14, 12.156, 11.268, 12.36, 12.6, 11.34, 11.16, 11.448, 11.844, 11.832, 11.676, 11.124, 11.208, 11.616, 11.976, 11.928, 11.544, 11.94, 11.556, 11.496, 11.604, 11.52, 11.208, 11.208]","[12.756779, 12.659776, 12.711944, 12.611733, 12.892147, 12.824768, 12.773655, 13.021406, 12.816824, 12.809472, 12.576462, 12.895575, 12.694327, 12.949379, 12.75819, 12.673239, 12.832236, 12.845802, 12.515552, 12.657605, 12.628674, 12.736169, 12.760841, 12.618051]","[-0.38322128295898494, 0.5037757339477533, 1.443943626403808, 0.2517334365844732, 0.29214706420898473, 1.4847680664062501, 1.6136549377441405, 1.5734061737060543, 0.9728239593505865, 0.9774720840454094, 0.9004617919921873, 1.7715745697021479, 1.4863273544311522, 1.3333789672851566, 0.782190155029296, 0.7452387542724601, 1.2882362899780269, 0.9058023071289067, 0.9595515670776376, 1.1616051712036128, 1.0246735534667977, 1.2161688613891606, 1.552841369628906, 1.4100505752563475]"
"[12.156, 11.268, 12.36, 12.6, 11.34, 11.16, 11.448, 11.844, 11.832, 11.676, 11.124, 11.208, 11.616, 11.976, 11.928, 11.544, 11.94, 11.556, 11.496, 11.604, 11.52, 11.208, 11.208, 11.064]","[12.844308, 12.7268095, 12.778738, 12.675801, 12.95285, 12.863724, 12.793168, 13.045089, 12.8670025, 12.850032, 12.58069, 12.891998, 12.70558, 12.953647, 12.78246, 12.686779, 12.824173, 12.816556, 12.530067, 12.646831, 12.632158, 12.715773, 12.727048, 12.628606]","[0.6883078994750971, 1.4588095016479485, 0.4187380218505865, 0.07580127716064489, 1.6128503417968751, 1.7037237548828124, 1.3451680679321285, 1.2010887680053717, 1.0350024871826164, 1.1740318527221678, 1.4566903839111323, 1.6839982910156248, 1.08957975769043, 0.9776466598510734, 0.8544602127075187, 1.1427790222167964, 0.884172973632813, 1.2605559768676766, 1.0340674438476558, 1.0428305587768563, 1.1121582794189457, 1.5077726287841795, 1.5190479202270506, 1.564605842590332]"
"[11.268, 12.36, 12.6, 11.34, 11.16, 11.448, 11.844, 11.832, 11.676, 11.124, 11.208, 11.616, 11.976, 11.928, 11.544, 11.94, 11.556, 11.496, 11.604, 11.52, 11.208, 11.208, 11.064, 11.964]","[12.533242, 12.494409, 12.487081, 12.517482, 12.735753, 12.695347, 12.660389, 12.856044, 12.673273, 12.678839, 12.47373, 12.806349, 12.6244135, 12.802694, 12.709917, 12.613517, 12.768421, 12.768528, 12.341336, 12.605071, 12.528205, 12.6396, 12.705502, 12.54926]","[1.265242225646972, 0.13440860748291072, -0.11291942596435511, 1.177481803894043, 1.575753059387207, 1.2473468322753902, 0.8163889465332037, 1.0240438156127922, 0.9972730865478514, 1.5548387298583979, 1.2657300872802733, 1.19034880065918, 0.6484134902954093, 0.8746943206787101, 1.1659170684814448, 0.6735168075561528, 1.212421173095704, 1.2725279846191402, 0.7373362503051766, 1.085071067810059, 1.3202049179077147, 1.431599800109863, 1.6415015563964843, 0.5852601394653316]"
"[12.36, 12.6, 11.34, 11.16, 11.448, 11.844, 11.832, 11.676, 11.124, 11.208, 11.616, 11.976, 11.928, 11.544, 11.94, 11.556, 11.496, 11.604, 11.52, 11.208, 11.208, 11.064, 11.964, 10.836]","[12.146183, 12.181076, 12.146917, 12.307763, 12.474999, 12.463718, 12.500595, 12.576214, 12.470755, 12.475661, 12.375767, 12.67695, 12.519904, 12.610213, 12.600521, 12.583017, 12.656304, 12.687115, 12.22632, 12.490996, 12.4409075, 12.470751, 12.6011095, 12.426634]","[-0.2138169860839838, -0.41892395019531214, 0.8069173431396486, 1.14776309967041, 1.0269994277954098, 0.6197184143066412, 0.6685950927734368, 0.9002138366699217, 1.3467546234130854, 1.267661277770996, 0.759766754150391, 0.7009504547119132, 0.591904136657714, 1.0662132797241206, 0.6605210876464849, 1.027017349243165, 1.1603043594360347, 1.0831147155761727, 0.7063202667236332, 1.2829963607788084, 1.2329074783325193, 1.4067508087158203, 0.6371095046997066, 1.590633834838867]"
"[12.6, 11.34, 11.16, 11.448, 11.844, 11.832, 11.676, 11.124, 11.208, 11.616, 11.976, 11.928, 11.544, 11.94, 11.556, 11.496, 11.604, 11.52, 11.208, 11.208, 11.064, 11.964, 10.836, 11.16]","[12.134778, 12.087166, 12.125614, 12.221833, 12.429297, 12.411369, 12.499932, 12.555735, 12.478842, 12.420899, 12.390302, 12.65217, 12.484823, 12.631246, 12.514212, 12.561792, 12.605331, 12.690363, 12.319344, 12.431834, 12.4474745, 12.4143915, 12.537708, 12.39617]","[-0.46522197723388636, 0.7471658325195314, 0.9656141662597655, 0.773833229064941, 0.5852974472045904, 0.579369323730468, 0.823932289123535, 1.4317346343994135, 1.2708417816162108, 0.8048993911743167, 0.4143017044067374, 0.7241701812744132, 0.9408232269287105, 0.691245613098145, 0.9582116546630868, 1.0657923736572261, 1.0013314208984383, 1.170362930297852, 1.111343566894531, 1.2238342208862303, 1.383474479675293, 0.45039151763915974, 1.7017082824707028, 1.2361696624755858]"
"[11.34, 11.16, 11.448, 11.844, 11.832, 11.676, 11.124, 11.208, 11.616, 11.976, 11.928, 11.544, 11.94, 11.556, 11.496, 11.604, 11.52, 11.208, 11.208, 11.064, 11.964, 10.836, 11.16, 10.908]","[12.304601, 12.223802, 12.253631, 12.338333, 12.54103, 12.503084, 12.55003, 12.656134, 12.566756, 12.490924, 12.405637, 12.682361, 12.523182, 12.682452, 12.566919, 12.567397, 12.639604, 12.68194, 12.330452, 12.465694, 12.464274, 12.45276, 12.546226, 12.44232]","[0.9646007156372072, 1.0638016128540038, 0.8056306381225582, 0.4943331298828131, 0.7090299301147454, 0.8270841827392577, 1.4260297546386713, 1.4481336517333983, 0.9507562484741214, 0.5149238815307609, 0.47763678741454996, 1.1383606491088862, 0.5831819152832036, 1.1264522018432626, 1.0709193267822261, 0.9633971176147469, 1.1196036148071293, 1.4739400787353514, 1.122451965332031, 1.4016944274902343, 0.5002744064331051, 1.616759742736816, 1.3862255477905272, 1.5343198699951177]"
"[11.16, 11.448, 11.844, 11.832, 11.676, 11.124, 11.208, 11.616, 11.976, 11.928, 11.544, 11.94, 11.556, 11.496, 11.604, 11.52, 11.208, 11.208, 11.064, 11.964, 10.836, 11.16, 10.908, 11.292]","[12.088338, 12.133663, 12.097565, 12.269993, 12.439207, 12.424168, 12.484755, 12.528924, 12.436651, 12.448956, 12.3691, 12.661789, 12.499881, 12.586545, 12.581155, 12.580126, 12.626014, 12.675787, 12.201257, 12.46331, 12.419644, 12.425216, 12.575286, 12.382182]","[0.9283378982543944, 0.685663177490234, 0.2535646972656256, 0.4379928283691399, 0.763207077026367, 1.30016763305664, 1.2767545623779295, 0.9129239883422855, 0.46065122985839757, 0.520955535888671, 0.825099617004394, 0.721788940429688, 0.9438807907104501, 1.0905449905395503, 0.9771548233032235, 1.0601258087158207, 1.4180137557983397, 1.4677869720458983, 1.13725675201416, 0.49931024169921834, 1.5836443557739255, 1.265215721130371, 1.6672859115600591, 1.0901821212768557]"
"[11.448, 11.844, 11.832, 11.676, 11.124, 11.208, 11.616, 11.976, 11.928, 11.544, 11.94, 11.556, 11.496, 11.604, 11.52, 11.208, 11.208, 11.064, 11.964, 10.836, 11.16, 10.908, 11.292, 12.636]","[11.828479, 11.914699, 11.907481, 12.073238, 12.264001, 12.285265, 12.413252, 12.360084, 12.3089, 12.365067, 12.360662, 12.6144, 12.445706, 12.515131, 12.501598, 12.581671, 12.560382, 12.697674, 12.214154, 12.40916, 12.411679, 12.360069, 12.5528145, 12.322279]","[0.3804788131713863, 0.07069860076904355, 0.07548119354247973, 0.3972383728027342, 1.1400008926391596, 1.0772649688720701, 0.797251876831055, 0.384083580017089, 0.3808998794555656, 0.821066528320312, 0.42066246032714893, 1.0583999099731454, 0.9497063674926753, 0.9111309967041024, 0.9815983581542973, 1.3736707611083983, 1.3523818893432615, 1.6336737976074218, 0.25015424346923787, 1.5731596603393552, 1.2516792678833006, 1.4520692749023443, 1.2608144836425783, -0.31372102355956955]"
"[11.844, 11.832, 11.676, 11.124, 11.208, 11.616, 11.976, 11.928, 11.544, 11.94, 11.556, 11.496, 11.604, 11.52, 11.208, 11.208, 11.064, 11.964, 10.836, 11.16, 10.908, 11.292, 12.636, 12.336]","[11.772104, 11.854054, 11.864294, 12.018999, 12.217683, 12.250902, 12.396777, 12.329798, 12.284318, 12.335213, 12.360187, 12.602542, 12.432089, 12.508991, 12.472279, 12.5775795, 12.548367, 12.708499, 12.235909, 12.396056, 12.416944, 12.350297, 12.549176, 12.313056]","[-0.07189573669433535, 0.022054450988768792, 0.18829405212402328, 0.8949990997314448, 1.0096828384399412, 0.6349021759033207, 0.42077715301513585, 0.40179774475097574, 0.7403179702758784, 0.39521270751953175, 0.8041865768432626, 1.1065419235229488, 0.8280888519287117, 0.9889912414550786, 1.264278594970703, 1.3695794982910154, 1.4843665466308593, 0.7444989547729488, 1.3999094619750974, 1.2360561752319335, 1.5089435501098638, 1.058296974182129, -0.08682378387451095, -0.022944007873535455]"
"[11.832, 11.676, 11.124, 11.208, 11.616, 11.976, 11.928, 11.544, 11.94, 11.556, 11.496, 11.604, 11.52, 11.208, 11.208, 11.064, 11.964, 10.836, 11.16, 10.908, 11.292, 12.636, 12.336, 12.072]","[11.861611, 11.920307, 11.926684, 12.086014, 12.276286, 12.280972, 12.427293, 12.382195, 12.330728, 12.345332, 12.362255, 12.608796, 12.432604, 12.532002, 12.478969, 12.573991, 12.540381, 12.690728, 12.225229, 12.377428, 12.397536, 12.328211, 12.515301, 12.286972]","[0.029611366271971917, 0.24430715942382797, 0.8026843795776362, 0.8780137939453123, 0.6602861251831058, 0.3049715270996085, 0.4992928237915031, 0.8381954727172847, 0.39072757720947315, 0.7893321456909188, 0.8662550964355464, 1.0047961196899422, 0.9126038360595707, 1.3240024490356443, 1.2709686203002928, 1.5099908218383788, 0.5763814315795894, 1.8547281875610349, 1.065229263305664, 1.4694280548095708, 1.1055362777709963, -0.30778916931152267, 0.17930075073242158, 0.21497204589843832]"
"[11.676, 11.124, 11.208, 11.616, 11.976, 11.928, 11.544, 11.94, 11.556, 11.496, 11.604, 11.52, 11.208, 11.208, 11.064, 11.964, 10.836, 11.16, 10.908, 11.292, 12.636, 12.336, 12.072, 11.832]","[11.88019, 11.941474, 11.93733, 12.103524, 12.293388, 12.295351, 12.430685, 12.393209, 12.33612, 12.356258, 12.365744, 12.620025, 12.446193, 12.536316, 12.496385, 12.576429, 12.557513, 12.685333, 12.215568, 12.398326, 12.404014, 12.343481, 12.530555, 12.301376]","[0.20418989562988266, 0.8174739608764643, 0.7293302459716795, 0.487524208068848, 0.3173883666992179, 0.367351028442382, 0.8866850433349605, 0.45320945739746143, 0.7801196517944344, 0.8602583923339839, 0.7617436370849617, 1.100024681091309, 1.2381927413940428, 1.3283159179687498, 1.4323846206665038, 0.6124293670654293, 1.7215132369995114, 1.5253332519531249, 1.3075675888061529, 1.1063259201049807, -0.2319863662719719, 0.007481063842773139, 0.45855477142334067, 0.46937634277343676]"
"[11.124, 11.208, 11.616, 11.976, 11.928, 11.544, 11.94, 11.556, 11.496, 11.604, 11.52, 11.208, 11.208, 11.064, 11.964, 10.836, 11.16, 10.908, 11.292, 12.636, 12.336, 12.072, 11.832, 12.24]","[11.87308, 11.951732, 11.933862, 12.116257, 12.295611, 12.293295, 12.431319, 12.382108, 12.331322, 12.362186, 12.361293, 12.61382, 12.44121, 12.523854, 12.503347, 12.580613, 12.541545, 12.676771, 12.188469, 12.38393, 12.387462, 12.320585, 12.512899, 12.276465]","[0.7490802536010737, 0.7437316818237303, 0.3178617324829105, 0.14025671386718663, 0.3676113815307609, 0.7492949066162105, 0.4913192367553716, 0.8261077346801766, 0.8353217163085933, 0.7581864318847664, 0.8412928390502934, 1.4058200759887693, 1.2332097930908201, 1.4598542556762695, 0.5393473968505855, 1.7446131362915036, 1.3815449142456053, 1.7687711639404302, 0.8964689331054689, -0.2520697937011711, 0.05146166229248017, 0.248585250854493, 0.6808993988037102, 0.03646541595458963]"
"[11.208, 11.616, 11.976, 11.928, 11.544, 11.94, 11.556, 11.496, 11.604, 11.52, 11.208, 11.208, 11.064, 11.964, 10.836, 11.16, 10.908, 11.292, 12.636, 12.336, 12.072, 11.832, 12.24, 11.556]","[11.758415, 11.874383, 11.859211, 12.046874, 12.225267, 12.249777, 12.3985615, 12.302218, 12.274706, 12.351019, 12.3606825, 12.595725, 12.43106, 12.482601, 12.495352, 12.589845, 12.523831, 12.688711, 12.187165, 12.380209, 12.396647, 12.313027, 12.518943, 12.274584]","[0.5504152221679686, 0.2583829727172855, -0.11678903198242274, 0.11887404632568277, 0.6812674102783198, 0.30977684020996143, 0.8425614776611337, 0.8062184371948238, 0.6707058868408211, 0.8310189056396489, 1.1526824874877928, 1.3877250595092772, 1.3670598373413085, 0.518601165771484, 1.6593517913818356, 1.4298447036743163, 1.6158313674926763, 1.3967111663818361, -0.4488347396850578, 0.04420896911621064, 0.3246474533081063, 0.4810273818969719, 0.27894283294677713, 0.7185838165283212]"
"[11.616, 11.976, 11.928, 11.544, 11.94, 11.556, 11.496, 11.604, 11.52, 11.208, 11.208, 11.064, 11.964, 10.836, 11.16, 10.908, 11.292, 12.636, 12.336, 12.072, 11.832, 12.24, 11.556, 11.088]","[11.701304, 11.828681, 11.82077, 12.018482, 12.176992, 12.218857, 12.380691, 12.267035, 12.258756, 12.326865, 12.346412, 12.562023, 12.407987, 12.461843, 12.470973, 12.589094, 12.487463, 12.693409, 12.192197, 12.339029, 12.386417, 12.278628, 12.481613, 12.246324]","[0.08530443572998081, -0.14731900787353602, -0.10722973632812582, 0.47448220825195264, 0.23699241638183643, 0.6628568115234383, 0.8846905746459957, 0.6630345306396492, 0.7387556838989262, 1.1188651962280272, 1.1384117050170897, 1.4980231628417968, 0.44398664093017537, 1.6258425369262692, 1.3109730148315428, 1.6810941619873052, 1.1954629974365236, 0.05740896606445389, -0.14380315399169952, 0.2670293121337899, 0.5544173889160149, 0.038628349304199006, 0.9256131591796883, 1.1583235855102547]"
"[11.976, 11.928, 11.544, 11.94, 11.556, 11.496, 11.604, 11.52, 11.208, 11.208, 11.064, 11.964, 10.836, 11.16, 10.908, 11.292, 12.636, 12.336, 12.072, 11.832, 12.24, 11.556, 11.088, 11.172]","[11.752477, 11.872469, 11.858947, 12.063003, 12.213243, 12.233181, 12.40187, 12.298198, 12.284887, 12.329526, 12.344767, 12.562748, 12.400735, 12.4724245, 12.470331, 12.586985, 12.469288, 12.681108, 12.173677, 12.310958, 12.361695, 12.249286, 12.4460745, 12.208609]","[-0.22352330780029384, -0.05553105163574301, 0.3149468002319331, 0.12300258636474659, 0.6572425308227547, 0.7371809997558589, 0.7978697738647469, 0.7781977462768559, 1.0768873138427733, 1.1215259475708006, 1.280766616821289, 0.5987479553222652, 1.5647349014282224, 1.3124245071411131, 1.562331192016602, 1.2949846343994142, -0.1667121276855461, 0.345108474731445, 0.10167744445800864, 0.47895790863037035, 0.1216952896118162, 0.6932856979370126, 1.3580744857788094, 1.0366086273193353]"
"[11.928, 11.544, 11.94, 11.556, 11.496, 11.604, 11.52, 11.208, 11.208, 11.064, 11.964, 10.836, 11.16, 10.908, 11.292, 12.636, 12.336, 12.072, 11.832, 12.24, 11.556, 11.088, 11.172, 11.076]","[11.86075, 11.966988, 11.936155, 12.154502, 12.292045, 12.271248, 12.442979, 12.357973, 12.336124, 12.349393, 12.344953, 12.571442, 12.398125, 12.490358, 12.482185, 12.58317, 12.4483795, 12.65301, 12.133509, 12.278018, 12.319949, 12.207039, 12.395667, 12.156504]","[-0.06724980163574301, 0.42298760986328077, -0.003844680786132315, 0.5985019149780282, 0.7960446395874019, 0.667247863769532, 0.9229788589477543, 1.1499730987548826, 1.1281244201660154, 1.2853928909301757, 0.38095258331298787, 1.7354416503906247, 1.2381246948242186, 1.5823583526611333, 1.1901853637695314, -0.05283006286621017, 0.1123795166015622, 0.5810103683471688, 0.3015086822509758, 0.038017997741699006, 0.7639491500854501, 1.119038879394532, 1.2236670761108392, 1.0805036773681636]"
"[11.544, 11.94, 11.556, 11.496, 11.604, 11.52, 11.208, 11.208, 11.064, 11.964, 10.836, 11.16, 10.908, 11.292, 12.636, 12.336, 12.072, 11.832, 12.24, 11.556, 11.088, 11.172, 11.076, 11.016]","[11.977273, 12.088787, 12.023917, 12.280079, 12.379254, 12.313932, 12.48654, 12.404244, 12.392582, 12.3841715, 12.331655, 12.556667, 12.381582, 12.483071, 12.500868, 12.57853, 12.389081, 12.604407, 12.055216, 12.208191, 12.245646, 12.1197405, 12.296874, 12.06683]","[0.4332729873657222, 0.14878707885742237, 0.4679171981811532, 0.7840788879394527, 0.7752543411254891, 0.7939324188232426, 1.278539840698242, 1.1962444229125975, 1.3285819396972656, 0.4201714859008785, 1.4956545486450192, 1.3966673278808592, 1.4735822601318365, 1.1910713272094728, -0.13513215637206955, 0.24253031158447236, 0.3170810012817391, 0.7724073104858391, -0.18478416442871115, 0.6521909179687508, 1.1576464767456063, 0.9477404861450189, 1.220874046325683, 1.0508296813964844]"
"[11.94, 11.556, 11.496, 11.604, 11.52, 11.208, 11.208, 11.064, 11.964, 10.836, 11.16, 10.908, 11.292, 12.636, 12.336, 12.072, 11.832, 12.24, 11.556, 11.088, 11.172, 11.076, 11.016, 10.908]","[11.948162, 12.079765, 12.005842, 12.268301, 12.358582, 12.302134, 12.475133, 12.36704, 12.365974, 12.383555, 12.324998, 12.535515, 12.365983, 12.437423, 12.483769, 12.561922, 12.346106, 12.579998, 12.021652, 12.175362, 12.217028, 12.083133, 12.256458, 12.03375]","[0.008162078857422372, 0.5237653198242196, 0.5098422088623042, 0.6643010101318367, 0.8385815429687504, 1.0941335601806639, 1.2671329421997068, 1.303039680480957, 0.40197442626953084, 1.5475554122924802, 1.1649979019165038, 1.6275148315429693, 1.073983009338379, -0.19857724761962814, 0.14776941680908173, 0.48992207336425864, 0.5141055755615227, 0.33999801635742166, 0.46565222167968834, 1.087361633300782, 1.0450276641845697, 1.0071327438354487, 1.240458282470703, 1.1257495803833013]"
"[11.556, 11.496, 11.604, 11.52, 11.208, 11.208, 11.064, 11.964, 10.836, 11.16, 10.908, 11.292, 12.636, 12.336, 12.072, 11.832, 12.24, 11.556, 11.088, 11.172, 11.076, 11.016, 10.908, 10.788]","[11.969508, 12.094034, 12.015046, 12.277362, 12.357716, 12.3042755, 12.485296, 12.381292, 12.368238, 12.371176, 12.3258705, 12.522922, 12.354405, 12.416442, 12.442676, 12.531413, 12.299122, 12.5549555, 12.0025625, 12.129144, 12.175859, 12.044023, 12.196616, 11.986996]","[0.4135081710815438, 0.5980341949462886, 0.4110461196899422, 0.7573618698120121, 1.149715606689453, 1.0962755126953123, 1.4212962493896484, 0.417292343139648, 1.5322384490966794, 1.2111757659912108, 1.4178705139160162, 1.2309215621948244, -0.2815945968627922, 0.0804419174194333, 0.37067559051513754, 0.6994130783081047, 0.05912185668945291, 0.998955482482911, 0.9145625228881844, 0.9571437149047846, 1.0998594512939448, 1.028022560119629, 1.2886161727905279, 1.1989956970214841]"
"[11.496, 11.604, 11.52, 11.208, 11.208, 11.064, 11.964, 10.836, 11.16, 10.908, 11.292, 12.636, 12.336, 12.072, 11.832, 12.24, 11.556, 11.088, 11.172, 11.076, 11.016, 10.908, 10.788, 10.956]","[12.021972, 12.154126, 12.042316, 12.312016, 12.378802, 12.322601, 12.4953165, 12.383394, 12.358527, 12.379336, 12.318595, 12.498537, 12.336645, 12.347278, 12.39736, 12.470348, 12.217257, 12.478662, 11.920004, 12.062613, 12.091807, 11.971179, 12.095244, 11.91056]","[0.5259717025756832, 0.5501261672973641, 0.5223164367675786, 1.1040155334472654, 1.1708022994995115, 1.258601318359375, 0.5313165054321285, 1.5473942413330075, 1.1985271835327147, 1.4713363571166997, 1.0265949325561525, -0.13746293640136642, 0.0006451263427731391, 0.27527764129638754, 0.5653598480224602, 0.23034835815429666, 0.6612565460205087, 1.390661537170411, 0.7480038909912103, 0.9866125335693354, 1.0758073654174805, 1.0631790084838872, 1.3072444076538083, 0.9545596542358403]"
"[11.604, 11.52, 11.208, 11.208, 11.064, 11.964, 10.836, 11.16, 10.908, 11.292, 12.636, 12.336, 12.072, 11.832, 12.24, 11.556, 11.088, 11.172, 11.076, 11.016, 10.908, 10.788, 10.956, 10.26]","[12.083416, 12.212375, 12.060518, 12.330662, 12.37717, 12.336853, 12.502245, 12.395784, 12.336371, 12.360629, 12.305865, 12.453003, 12.305249, 12.243194, 12.285522, 12.356066, 12.081681, 12.365887, 11.816469, 11.946438, 11.960548, 11.862414, 11.929095, 11.7916565]","[0.47941598510742267, 0.6923746871948246, 0.8525182647705076, 1.1226617736816404, 1.3131696090698242, 0.3728530273437496, 1.66624494934082, 1.2357843780517577, 1.4283714218139654, 1.0686290817260744, -0.3301347122192375, 0.1170029296874997, 0.2332492141723641, 0.41119362640380785, 0.04552246093749979, 0.8000657501220712, 0.9936812515258797, 1.1938866882324213, 0.7404691925048823, 0.9304378356933594, 1.0525484008789068, 1.0744143600463865, 0.9730952682495122, 1.5316564941406252]"
"[11.52, 11.208, 11.208, 11.064, 11.964, 10.836, 11.16, 10.908, 11.292, 12.636, 12.336, 12.072, 11.832, 12.24, 11.556, 11.088, 11.172, 11.076, 11.016, 10.908, 10.788, 10.956, 10.26, 11.232]","[12.201863, 12.319103, 12.117148, 12.388104, 12.415895, 12.375109, 12.53208, 12.441525, 12.334801, 12.357914, 12.299867, 12.420151, 12.279534, 12.146895, 12.177685, 12.23416, 11.940541, 12.239796, 11.693554, 11.825636, 11.808375, 11.744517, 11.747677, 11.656749]","[0.681863288879395, 1.1111032409667967, 0.9091483993530272, 1.3241044387817382, 0.4518954620361324, 1.53910871887207, 1.3720796966552733, 1.5335254592895513, 1.042800720214844, -0.2780860290527336, -0.03613332366943389, 0.3481507568359383, 0.4475343399047844, -0.09310459136962912, 0.6216847839355477, 1.1461604232788094, 0.7685412673950189, 1.1637956848144526, 0.6775539245605469, 0.9176359100341802, 1.0203753585815427, 0.788517326354981, 1.4876768493652346, 0.42474877166748115]"
