yval,predicciones,error
"[19.284, 20.268, 21.096, 21.096, 14.472, 11.268, 11.556, 10.704, 11.784, 10.98, 10.572, 11.256, 11.292, 11.808, 12.108, 11.892, 11.292, 11.04, 11.328, 10.884, 12.168, 12.648, 12.708, 13.5]","[13.546945, 13.305028, 13.122726, 12.64035, 13.128704, 12.67634, 12.153754, 13.035798, 12.523504, 13.0998955, 12.241791, 12.568953, 12.544961, 12.623151, 12.054101, 12.097666, 11.921447, 11.821141, 12.007918, 12.5953865, 12.118289, 12.888098, 12.679058, 12.753803]","[-5.737055381774901, -6.962972038269044, -7.973273559570313, -8.455649658203125, -1.3432959289550777, 1.4083401031494134, 0.5977542343139657, 2.331798072814941, 0.7395042572021477, 2.1198954772949214, 1.6697907714843758, 1.3129525604248045, 1.2529609756469728, 0.8151508255004885, -0.053899009704590384, 0.2056657867431646, 0.6294468002319338, 0.7811412429809579, 0.6799183578491217, 1.7113865051269528, -0.04971100616455004, 0.24009776306152375, -0.02894192504882831, -0.7461967468261719]"
"[20.268, 21.096, 21.096, 14.472, 11.268, 11.556, 10.704, 11.784, 10.98, 10.572, 11.256, 11.292, 11.808, 12.108, 11.892, 11.292, 11.04, 11.328, 10.884, 12.168, 12.648, 12.708, 13.5, 12.792]","[13.43879, 13.254137, 13.008505, 12.598623, 12.935519, 12.505131, 12.001137, 12.796103, 12.342414, 12.815127, 12.047129, 12.262026, 12.3113165, 12.428067, 11.733032, 11.697804, 11.56137, 11.4211235, 11.498707, 12.186952, 11.659387, 12.346174, 12.162757, 12.229516]","[-6.829209678649903, -7.84186296081543, -8.08749513244629, -1.8733767242431636, 1.6675192184448235, 0.9491307678222665, 1.2971367797851556, 1.0121025238037102, 1.3624139022827144, 2.2431273727417, 0.7911286773681638, 0.970025833129883, 0.50331649017334, 0.32006720733642524, -0.15896777343749946, 0.4058044509887697, 0.5213698959350594, 0.09312350463867247, 0.6147068176269528, 0.018951637268067145, -0.9886133651733395, -0.3618257598876955, -1.3372430801391602, -0.5624839706420897]"
"[21.096, 21.096, 14.472, 11.268, 11.556, 10.704, 11.784, 10.98, 10.572, 11.256, 11.292, 11.808, 12.108, 11.892, 11.292, 11.04, 11.328, 10.884, 12.168, 12.648, 12.708, 13.5, 12.792, 11.46]","[13.763551, 13.577554, 13.433171, 12.906435, 13.451259, 13.007782, 12.582745, 13.4238, 12.836058, 13.514711, 12.557288, 12.99834, 12.804632, 12.888753, 12.576513, 12.577659, 12.333858, 12.425067, 12.497838, 12.952267, 12.534712, 13.352409, 13.093315, 13.103913]","[-7.332449241638184, -7.518446250915527, -1.0388287277221675, 1.6384350128173821, 1.8952586593627938, 2.3037819824218744, 0.7987445983886712, 2.443800468444824, 2.264057662963868, 2.2587113800048826, 1.26528816986084, 1.190339653015137, 0.6966321868896479, 0.9967529373168951, 1.2845132904052736, 1.5376586532592782, 1.0058575363159186, 1.5410669479370114, 0.32983802032470777, 0.3042666931152347, -0.1732881622314455, -0.14759063720703125, 0.30131512451171893, 1.6439133071899406]"
"[21.096, 14.472, 11.268, 11.556, 10.704, 11.784, 10.98, 10.572, 11.256, 11.292, 11.808, 12.108, 11.892, 11.292, 11.04, 11.328, 10.884, 12.168, 12.648, 12.708, 13.5, 12.792, 11.46, 10.368]","[13.509711, 13.547067, 13.402415, 12.686046, 13.144608, 12.872322, 12.4713, 13.429966, 12.776031, 13.54811, 12.696749, 13.171119, 12.996648, 13.145232, 12.871254, 12.775459, 12.693356, 12.744475, 13.070662, 13.485567, 13.05101, 13.920231, 13.612304, 13.566987]","[-7.586288734436035, -0.9249333114624019, 2.13441527557373, 1.1300456466674813, 2.440607543945312, 1.0883220825195306, 1.4913001251220699, 2.8579659729003914, 1.5200305404663084, 2.2561100082397463, 0.888748733520508, 1.0631187362670893, 1.1046478347778326, 1.8532322006225588, 1.831253967285157, 1.4474592895507818, 1.809355560302734, 0.5764753646850593, 0.422661544799805, 0.7775670928955076, -0.4489898681640625, 1.1282308654785158, 2.1523037338256827, 3.198987037658691]"
"[14.472, 11.268, 11.556, 10.704, 11.784, 10.98, 10.572, 11.256, 11.292, 11.808, 12.108, 11.892, 11.292, 11.04, 11.328, 10.884, 12.168, 12.648, 12.708, 13.5, 12.792, 11.46, 10.368, 10.572]","[13.92183, 14.132545, 13.990546, 13.12007, 13.563693, 13.470207, 13.077038, 13.862521, 13.121616, 13.876921, 13.15385, 13.540333, 13.3221655, 13.417815, 13.189231, 12.890289, 13.054243, 13.045412, 13.232213, 13.504331, 13.184484, 13.897095, 13.526629, 13.364217]","[-0.5501698226928706, 2.8645454711914056, 2.4345462265014657, 2.4160704574584955, 1.7796930465698235, 2.4902072143554683, 2.5050378112792977, 2.606521171569824, 1.8296163635253908, 2.0689207000732424, 1.045849601745605, 1.6483327941894537, 2.0301654891967775, 2.3778152084350594, 1.861230918884278, 2.0062893066406247, 0.8862430877685554, 0.3974120635986331, 0.5242130203247068, 0.004330635070800781, 0.3924835281372072, 2.437094726562499, 3.1586294479370114, 2.7922168045043954]"
"[11.268, 11.556, 10.704, 11.784, 10.98, 10.572, 11.256, 11.292, 11.808, 12.108, 11.892, 11.292, 11.04, 11.328, 10.884, 12.168, 12.648, 12.708, 13.5, 12.792, 11.46, 10.368, 10.572, 10.212]","[13.113708, 13.371407, 13.243901, 12.597074, 12.991153, 12.787491, 12.781405, 13.142736, 12.409246, 13.078077, 12.472541, 12.972055, 12.365948, 12.587867, 12.548304, 12.158113, 12.437558, 12.648585, 12.165942, 12.605629, 11.974476, 12.850639, 12.796935, 12.319378]","[1.845707542419433, 1.815406555175782, 2.5399012527465814, 0.8130735549926751, 2.011152763366699, 2.2154908447265633, 1.525405448913574, 1.8507364349365236, 0.6012464447021486, 0.9700773162841791, 0.5805408554077154, 1.6800554351806642, 1.3259477233886727, 1.2598667831420904, 1.6643036041259762, -0.009887474060057855, -0.2104418258666989, -0.059414680480957216, -1.3340578079223633, -0.18637103271484357, 0.5144758605957023, 2.4826393432617184, 2.2249350814819344, 2.107377899169922]"
"[11.556, 10.704, 11.784, 10.98, 10.572, 11.256, 11.292, 11.808, 12.108, 11.892, 11.292, 11.04, 11.328, 10.884, 12.168, 12.648, 12.708, 13.5, 12.792, 11.46, 10.368, 10.572, 10.212, 11.256]","[12.055805, 12.151712, 12.269922, 11.861847, 12.132171, 11.970366, 12.058573, 12.16085, 11.834095, 12.13303, 11.907183, 12.293002, 11.804503, 11.941946, 12.157534, 11.939704, 12.242669, 12.291509, 12.115513, 12.213205, 11.930662, 12.333171, 12.564498, 12.156287]","[0.49980520629882896, 1.4477124176025384, 0.48592225646972587, 0.8818469238281246, 1.5601706771850594, 0.714365524291992, 0.7665727691650392, 0.3528495712280275, -0.2739049987792974, 0.24102993774414117, 0.6151826934814455, 1.253002128601075, 0.4765034408569342, 1.0579460296630856, -0.010466354370116449, -0.7082960586547848, -0.46533089447021503, -1.208491325378418, -0.6764871520996092, 0.7532053375244132, 1.5626621551513669, 1.7611708908081063, 2.3524979476928713, 0.9002871932983396]"
"[10.704, 11.784, 10.98, 10.572, 11.256, 11.292, 11.808, 12.108, 11.892, 11.292, 11.04, 11.328, 10.884, 12.168, 12.648, 12.708, 13.5, 12.792, 11.46, 10.368, 10.572, 10.212, 11.256, 11.856]","[11.864252, 11.942792, 12.100955, 11.672354, 11.98394, 11.855488, 12.003269, 12.022964, 11.725384, 12.068673, 11.896249, 12.261953, 11.757487, 11.917222, 12.087929, 11.921409, 12.188195, 12.312479, 12.120926, 12.185555, 11.898652, 12.259311, 12.565954, 12.114061]","[1.160252090454101, 0.15879193878173758, 1.1209550094604488, 1.1003537445068368, 0.7279401245117185, 0.5634878234863283, 0.1952691955566408, -0.08503647613525445, -0.16661624145507758, 0.7766731338500978, 0.8562488174438485, 0.9339533538818365, 0.8734872970581051, -0.25077797698974535, -0.5600712280273434, -0.7865913467407228, -1.3118047714233398, -0.47952098083496075, 0.6609259033203116, 1.8175554580688473, 1.3266520767211922, 2.0473107223510745, 1.3099542083740232, 0.25806135559082044]"
"[11.784, 10.98, 10.572, 11.256, 11.292, 11.808, 12.108, 11.892, 11.292, 11.04, 11.328, 10.884, 12.168, 12.648, 12.708, 13.5, 12.792, 11.46, 10.368, 10.572, 10.212, 11.256, 11.856, 12.096]","[11.370675, 11.44725, 11.733245, 11.287105, 11.600753, 11.537405, 11.741123, 11.607598, 11.405509, 11.754713, 11.738035, 12.015287, 11.532078, 11.653318, 11.89689, 11.811076, 12.068155, 12.247008, 12.105872, 12.018885, 11.903583, 12.098733, 12.536941, 11.981253]","[-0.41332491302490304, 0.4672503662109371, 1.1612448959350594, 0.03110460662841774, 0.3087528305053713, -0.2705949859619139, -0.3668768005371099, -0.2844016952514643, 0.11350899505615253, 0.7147130584716805, 0.4100352020263678, 1.1312873992919918, -0.6359222106933586, -0.9946815948486325, -0.8111103134155275, -1.6889238357543945, -0.7238447113037108, 0.7870083236694327, 1.7378721542358395, 1.4468846588134774, 1.691582572937012, 0.8427329483032224, 0.6809405746459962, -0.11474732971191415]"
"[10.98, 10.572, 11.256, 11.292, 11.808, 12.108, 11.892, 11.292, 11.04, 11.328, 10.884, 12.168, 12.648, 12.708, 13.5, 12.792, 11.46, 10.368, 10.572, 10.212, 11.256, 11.856, 12.096, 12.12]","[11.421361, 11.596421, 11.788533, 11.459921, 11.708367, 11.747286, 11.966568, 11.887899, 11.712105, 12.049639, 12.058782, 12.351233, 11.95668, 12.126513, 12.241657, 12.183233, 12.375537, 12.594905, 12.394233, 12.425645, 12.254693, 12.454905, 12.782991, 12.335503]","[0.4413609695434566, 1.0244212417602547, 0.5325332107543943, 0.16792088317871112, -0.09963265228271467, -0.3607141571044927, 0.07456799316406304, 0.5958993988037111, 0.6721047973632821, 0.7216387481689459, 1.1747816238403317, 0.18323252868652418, -0.6913197021484372, -0.5814874725341799, -1.2583427429199219, -0.6087667388916014, 0.9155369186401359, 2.2269048995971676, 1.8222327499389657, 2.213644874572754, 0.9986930313110349, 0.5989045562744142, 0.6869914093017577, 0.21550262451171953]"
"[10.572, 11.256, 11.292, 11.808, 12.108, 11.892, 11.292, 11.04, 11.328, 10.884, 12.168, 12.648, 12.708, 13.5, 12.792, 11.46, 10.368, 10.572, 10.212, 11.256, 11.856, 12.096, 12.12, 11.94]","[11.206198, 11.447564, 11.569974, 11.442685, 11.530107, 11.769602, 11.911783, 11.875279, 11.758888, 12.007596, 12.1725445, 12.4114895, 12.233551, 12.314561, 12.466366, 12.346674, 12.644539, 12.734708, 12.510065, 12.735502, 12.646354, 12.694683, 13.011071, 12.586412]","[0.6341977386474618, 0.19156412506103493, 0.27797394561767597, -0.36531487274169905, -0.5778934555053716, -0.1223981781005854, 0.6197832183837892, 0.8352794265747079, 0.43088824462890685, 1.1235960159301754, 0.0045444793701179265, -0.23651051330566375, -0.4744489746093752, -1.185439109802246, -0.32563418579101544, 0.8866739654541007, 2.276538879394531, 2.1627078323364266, 2.298065078735352, 1.479502243041992, 0.7903537216186525, 0.5986830749511718, 0.8910712051391609, 0.6464124298095708]"
"[11.256, 11.292, 11.808, 12.108, 11.892, 11.292, 11.04, 11.328, 10.884, 12.168, 12.648, 12.708, 13.5, 12.792, 11.46, 10.368, 10.572, 10.212, 11.256, 11.856, 12.096, 12.12, 11.94, 11.988]","[10.972874, 11.241048, 11.376315, 11.298815, 11.330321, 11.672167, 11.805247, 11.750623, 11.676412, 11.900405, 12.1391, 12.330332, 12.234352, 12.282358, 12.44532, 12.351065, 12.661117, 12.76523, 12.55791, 12.752971, 12.743358, 12.71773, 13.035749, 12.631398]","[-0.2831263122558596, -0.050952140808105284, -0.4316848831176756, -0.8091852264404302, -0.5616786880493159, 0.3801668243408205, 0.7652473068237313, 0.4226227493286139, 0.7924116287231442, -0.26759506988525317, -0.5088999252319333, -0.3776681976318361, -1.2656478881835938, -0.5096418304443358, 0.9853201293945304, 1.9830646820068356, 2.089116600036622, 2.553230178833008, 1.3019099655151365, 0.8969706954956056, 0.6473576583862304, 0.5977295684814461, 1.0957494354248052, 0.64339820098877]"
"[11.292, 11.808, 12.108, 11.892, 11.292, 11.04, 11.328, 10.884, 12.168, 12.648, 12.708, 13.5, 12.792, 11.46, 10.368, 10.572, 10.212, 11.256, 11.856, 12.096, 12.12, 11.94, 11.988, 12.168]","[11.01318, 11.337268, 11.416487, 11.366698, 11.406248, 11.752979, 11.913119, 11.888037, 11.811679, 12.044913, 12.266827, 12.483693, 12.39119, 12.475085, 12.560711, 12.512534, 12.758199, 12.899724, 12.675434, 12.890041, 12.846125, 12.850707, 13.097195, 12.758113]","[-0.27882022094726544, -0.4707321243286131, -0.6915132598876959, -0.5253017349243159, 0.11424809265136737, 0.712979278564454, 0.5851193161010748, 1.004036727905273, -0.35632111358642504, -0.6030867080688473, -0.4411733703613283, -1.0163068771362305, -0.4008104248046873, 1.0150852584838859, 2.1927109069824215, 1.9405341415405282, 2.546198738098145, 1.6437240066528318, 0.8194341125488283, 0.7940413513183593, 0.7261246490478523, 0.9107070541381841, 1.1091946716308598, 0.5901129074096687]"
"[11.808, 12.108, 11.892, 11.292, 11.04, 11.328, 10.884, 12.168, 12.648, 12.708, 13.5, 12.792, 11.46, 10.368, 10.572, 10.212, 11.256, 11.856, 12.096, 12.12, 11.94, 11.988, 12.168, 12.24]","[11.080898, 11.426772, 11.470433, 11.430206, 11.496015, 11.800957, 11.977825, 11.965703, 11.877964, 12.117608, 12.333698, 12.576977, 12.4656515, 12.558049, 12.624249, 12.58541, 12.8170595, 12.932102, 12.699597, 12.959963, 12.88806, 12.908712, 13.135589, 12.796987]","[-0.7271017150878905, -0.6812278823852544, -0.42156676483154243, 0.13820629882812518, 0.45601459503173913, 0.47295672607421935, 1.0938251647949215, -0.20229698944091723, -0.7700359802246091, -0.590391929626465, -1.1663017272949219, -0.21502322387695294, 1.0056515121459952, 2.1900492019653317, 2.052249458312989, 2.3734101181030276, 1.561059516906738, 1.0761022033691408, 0.6035973587036132, 0.8399628448486336, 0.9480596160888677, 0.9207123870849614, 0.9675886459350593, 0.5569865798950193]"
"[12.108, 11.892, 11.292, 11.04, 11.328, 10.884, 12.168, 12.648, 12.708, 13.5, 12.792, 11.46, 10.368, 10.572, 10.212, 11.256, 11.856, 12.096, 12.12, 11.94, 11.988, 12.168, 12.24, 11.976]","[11.176694, 11.532614, 11.5446205, 11.5058975, 11.594302, 11.857473, 12.046554, 12.07048, 11.960543, 12.184836, 12.387112, 12.662221, 12.528166, 12.647462, 12.671549, 12.647032, 12.870133, 12.96515, 12.729793, 13.010997, 12.91651, 12.962888, 13.165012, 12.829471]","[-0.9313060836791998, -0.3593862457275385, 0.2526205139160158, 0.4658975219726571, 0.2663021774291998, 0.9734733734130856, -0.12144638824462817, -0.5775196533203122, -0.7474573211669924, -1.3151636123657227, -0.40488833618164044, 1.2022209548950187, 2.160165817260742, 2.0754618911743172, 2.4595488433837893, 1.391031784057617, 1.014133399963379, 0.8691498794555663, 0.6097925949096688, 1.070996818542481, 0.9285096282958989, 0.7948877639770515, 0.9250123596191404, 0.8534706344604484]"
"[11.892, 11.292, 11.04, 11.328, 10.884, 12.168, 12.648, 12.708, 13.5, 12.792, 11.46, 10.368, 10.572, 10.212, 11.256, 11.856, 12.096, 12.12, 11.94, 11.988, 12.168, 12.24, 11.976, 12.36]","[11.299063, 11.648665, 11.639222, 11.601912, 11.694009, 11.923777, 12.104272, 12.176366, 12.039776, 12.236481, 12.419259, 12.719108, 12.573772, 12.717787, 12.715803, 12.678858, 12.917456, 12.979753, 12.745885, 13.049568, 12.935864, 13.008862, 13.186675, 12.854122]","[-0.5929372711181635, 0.3566654281616213, 0.5992221450805673, 0.2739115447998053, 0.8100088272094723, -0.2442233734130852, -0.5437281112670895, -0.5316341476440432, -1.4602241516113281, -0.5555192871093748, 0.9592590713500968, 2.351107627868652, 2.0017724304199227, 2.50578678894043, 1.4598031463623045, 0.8228578033447267, 0.8214556732177734, 0.8597525405883797, 0.8058848953247075, 1.0615681762695317, 0.767864448547364, 0.7688615417480467, 1.2106750717163077, 0.49412216186523494]"
"[11.292, 11.04, 11.328, 10.884, 12.168, 12.648, 12.708, 13.5, 12.792, 11.46, 10.368, 10.572, 10.212, 11.256, 11.856, 12.096, 12.12, 11.94, 11.988, 12.168, 12.24, 11.976, 12.36, 11.88]","[11.348202, 11.70377, 11.677979, 11.647782, 11.738246, 11.954927, 12.125436, 12.215081, 12.073777, 12.268127, 12.431472, 12.74186, 12.597768, 12.740494, 12.744947, 12.697618, 12.941364, 12.982586, 12.749997, 13.073675, 12.949005, 13.034936, 13.197461, 12.876846]","[0.05620175170898456, 0.6637696838378915, 0.349979469299317, 0.7637823257446286, -0.4297540359497063, -0.6930725555419919, -0.5825641708374025, -1.2849187850952148, -0.7182228012084959, 0.8081274414062491, 2.0634718246459958, 2.1698603897094735, 2.38576782989502, 1.4844937744140623, 0.8889474334716798, 0.6016175308227538, 0.8213642883300789, 1.0425859069824224, 0.7619971389770512, 0.9056751556396492, 0.7090051269531248, 1.0589359512329093, 0.8374611282348638, 0.9968463134765617]"
"[11.04, 11.328, 10.884, 12.168, 12.648, 12.708, 13.5, 12.792, 11.46, 10.368, 10.572, 10.212, 11.256, 11.856, 12.096, 12.12, 11.94, 11.988, 12.168, 12.24, 11.976, 12.36, 11.88, 12.084]","[11.273531, 11.658062, 11.624519, 11.598147, 11.704602, 11.91633, 12.107395, 12.163728, 12.045256, 12.265921, 12.433463, 12.739343, 12.592342, 12.716586, 12.737937, 12.718974, 12.931564, 12.985107, 12.756623, 13.071979, 12.9558525, 13.029855, 13.190124, 12.880661]","[0.23353096008300867, 0.33006198120117247, 0.7405193481445309, -0.56985260772705, -0.9433977584838864, -0.7916696624755861, -1.3926048278808594, -0.6282722396850584, 0.5852556610107413, 1.8979206390380856, 1.8614630966186532, 2.5273426895141604, 1.3363423767089841, 0.8605861129760743, 0.6419369735717773, 0.5989741134643563, 0.991564331054688, 0.9971074218750005, 0.5886232681274421, 0.8319785690307615, 0.979852508544921, 0.6698547744750982, 1.3101235580444328, 0.7966610107421879]"
"[11.328, 10.884, 12.168, 12.648, 12.708, 13.5, 12.792, 11.46, 10.368, 10.572, 10.212, 11.256, 11.856, 12.096, 12.12, 11.94, 11.988, 12.168, 12.24, 11.976, 12.36, 11.88, 12.084, 11.736]","[11.159525, 11.565084, 11.536238, 11.50781, 11.625957, 11.855547, 12.071667, 12.09909, 12.003299, 12.236638, 12.423488, 12.716616, 12.574073, 12.692264, 12.703124, 12.729479, 12.912512, 12.999841, 12.782951, 13.056546, 12.964427, 13.019957, 13.180112, 12.88328]","[-0.16847508239746034, 0.6810844573974606, -0.6317622833251946, -1.140190361022949, -1.0820434646606447, -1.6444530487060547, -0.7203332824707029, 0.6390896224975577, 1.635298759460449, 1.6646380691528329, 2.2114876632690432, 1.4606156768798826, 0.71807283782959, 0.5962636032104491, 0.5831240463256844, 0.7894788360595708, 0.9245118255615239, 0.8318407363891609, 0.5429513549804685, 1.080546211242675, 0.604426994323731, 1.1399565887451164, 1.0961118850708012, 1.1472798004150384]"
"[10.884, 12.168, 12.648, 12.708, 13.5, 12.792, 11.46, 10.368, 10.572, 10.212, 11.256, 11.856, 12.096, 12.12, 11.94, 11.988, 12.168, 12.24, 11.976, 12.36, 11.88, 12.084, 11.736, 11.484]","[11.169707, 11.564149, 11.545417, 11.512068, 11.620754, 11.860502, 12.077044, 12.112346, 12.013806, 12.232957, 12.42436, 12.709333, 12.571155, 12.702497, 12.693703, 12.723183, 12.907192, 13.009139, 12.798247, 13.047507, 12.96237, 13.01719, 13.174442, 12.878306]","[0.28570729827880825, -0.6038510971069329, -1.1025831680297848, -1.1959322052001955, -1.8792457580566406, -0.9314977569580076, 0.6170435333251945, 1.7443456954956051, 1.441806343078614, 2.020956886291504, 1.1683602752685545, 0.8533334197998048, 0.47515459442138663, 0.5824965286254891, 0.7537026977539067, 0.7351826782226567, 0.7391922302246101, 0.7691390609741209, 0.8222473373413077, 0.6875072860717779, 1.0823699188232414, 0.933189979553223, 1.438442291259765, 1.3943063888549805]"
"[12.168, 12.648, 12.708, 13.5, 12.792, 11.46, 10.368, 10.572, 10.212, 11.256, 11.856, 12.096, 12.12, 11.94, 11.988, 12.168, 12.24, 11.976, 12.36, 11.88, 12.084, 11.736, 11.484, 11.556]","[11.155275, 11.569026, 11.537849, 11.512062, 11.626885, 11.854061, 12.078676, 12.105772, 12.018402, 12.245279, 12.430588, 12.717954, 12.578256, 12.700675, 12.703445, 12.7461195, 12.911756, 13.010889, 12.805431, 13.054101, 12.971479, 13.024905, 13.169128, 12.888698]","[-1.0127246551513664, -1.0789740066528317, -1.170150573730469, -1.9879379272460938, -1.1651145858764647, 0.3940611267089835, 1.7106762237548825, 1.533772018432618, 1.8064020996093753, 0.9892793121337888, 0.5745877685546876, 0.6219536819458007, 0.45825565338134844, 0.7606750106811528, 0.715445434570313, 0.5781194992065437, 0.6717555618286131, 1.0348890533447257, 0.44543136596679744, 1.1741009902954094, 0.8874794158935551, 1.2889052047729486, 1.68512841796875, 1.3326976242065438]"
"[12.648, 12.708, 13.5, 12.792, 11.46, 10.368, 10.572, 10.212, 11.256, 11.856, 12.096, 12.12, 11.94, 11.988, 12.168, 12.24, 11.976, 12.36, 11.88, 12.084, 11.736, 11.484, 11.556, 11.46]","[11.3201, 11.65106, 11.666612, 11.601685, 11.697565, 11.928331, 12.135191, 12.21944, 12.08794, 12.246563, 12.448348, 12.725022, 12.579525, 12.763755, 12.690668, 12.698924, 12.915359, 13.02019, 12.832095, 13.03703, 12.95678, 13.02277, 13.167879, 12.85888]","[-1.3279001693725583, -1.056939895629883, -1.833388328552246, -1.1903154296874998, 0.2375650787353507, 1.56033137512207, 1.563190963745118, 2.0074404602050784, 0.8319402160644529, 0.390562957763672, 0.352348045349121, 0.6050223159790047, 0.6395249938964849, 0.7757548446655278, 0.5226681060791023, 0.45892406463623026, 0.9393585433959952, 0.6601902389526373, 0.9520951461791984, 0.9530302200317387, 1.2207804336547845, 1.5387699279785156, 1.6118791046142587, 1.3988800430297843]"
"[12.708, 13.5, 12.792, 11.46, 10.368, 10.572, 10.212, 11.256, 11.856, 12.096, 12.12, 11.94, 11.988, 12.168, 12.24, 11.976, 12.36, 11.88, 12.084, 11.736, 11.484, 11.556, 11.46, 11.208]","[11.621975, 11.871643, 11.892072, 11.818232, 11.896158, 12.084312, 12.236596, 12.40906, 12.247417, 12.328823, 12.479553, 12.770097, 12.630378, 12.850619, 12.747852, 12.693493, 12.958426, 13.000768, 12.846443, 13.055194, 12.961623, 13.056119, 13.151432, 12.888741]","[-1.0860250549316408, -1.62835693359375, -0.8999282760620115, 0.3582315826416007, 1.5281582183837887, 1.5123124389648446, 2.0245961074829104, 1.1530595245361326, 0.391417449951172, 0.2328230895996093, 0.3595532226562508, 0.8300967788696294, 0.6423777694702153, 0.682619316101075, 0.5078523254394529, 0.717492889404296, 0.5984264755249029, 1.1207677078247062, 0.7624431762695316, 1.319193901062011, 1.477623191833496, 1.5001189651489266, 1.6914320373535148, 1.680740539550781]"
"[13.5, 12.792, 11.46, 10.368, 10.572, 10.212, 11.256, 11.856, 12.096, 12.12, 11.94, 11.988, 12.168, 12.24, 11.976, 12.36, 11.88, 12.084, 11.736, 11.484, 11.556, 11.46, 11.208, 11.496]","[11.812789, 12.0157795, 12.026247, 11.950331, 12.029746, 12.197853, 12.298388, 12.524828, 12.344176, 12.401881, 12.489818, 12.797129, 12.666188, 12.894226, 12.786903, 12.688103, 12.9867325, 12.983785, 12.830787, 13.067566, 12.955815, 13.077579, 13.145512, 12.919066]","[-1.687211036682129, -0.776220504760742, 0.566247024536132, 1.5823307342529294, 1.4577460556030282, 1.9858530883789065, 1.04238752746582, 0.6688279571533204, 0.2481762924194335, 0.28188121795654375, 0.549817619323731, 0.8091286773681645, 0.49818824005127027, 0.6542260742187498, 0.8109033813476554, 0.3281027221679693, 1.1067324829101555, 0.8997846755981449, 1.0947867050170892, 1.58356591796875, 1.3998153152465829, 1.6175785446166984, 1.9375116271972654, 1.4230664291381832]"
"[12.792, 11.46, 10.368, 10.572, 10.212, 11.256, 11.856, 12.096, 12.12, 11.94, 11.988, 12.168, 12.24, 11.976, 12.36, 11.88, 12.084, 11.736, 11.484, 11.556, 11.46, 11.208, 11.496, 11.496]","[12.173249, 12.254418, 12.306998, 12.147825, 12.281899, 12.40744, 12.437146, 12.737317, 12.549507, 12.561731, 12.56147, 12.864774, 12.741732, 13.015489, 12.838976, 12.711198, 13.034382, 12.988532, 12.920075, 13.082211, 13.00134, 13.121317, 13.1326065, 12.989571]","[-0.6187507553100584, 0.7944183731079093, 1.938998252868652, 1.575825241088868, 2.069899452209473, 1.1514401855468748, 0.5811461868286134, 0.6413170852661132, 0.42950714111328203, 0.6217313385009771, 0.5734700317382817, 0.6967737503051765, 0.5017316436767576, 1.039488624572753, 0.4789759063720709, 0.8311978530883781, 0.9503818664550785, 1.2525320663452142, 1.4360754165649414, 1.5262105407714852, 1.54133991241455, 1.9133169097900389, 1.6366065063476558, 1.4935706176757808]"
"[11.46, 10.368, 10.572, 10.212, 11.256, 11.856, 12.096, 12.12, 11.94, 11.988, 12.168, 12.24, 11.976, 12.36, 11.88, 12.084, 11.736, 11.484, 11.556, 11.46, 11.208, 11.496, 11.496, 11.088]","[12.279727, 12.386383, 12.395449, 12.275663, 12.433021, 12.534876, 12.52633, 12.82201, 12.580316, 12.655982, 12.576725, 12.91273, 12.759773, 13.001831, 12.868005, 12.709009, 13.036123, 12.993353, 12.761987, 13.047576, 12.914558, 13.104191, 13.129781, 12.920838]","[0.8197269821166984, 2.0183830566406247, 1.8234486846923836, 2.0636633758544924, 1.1770205917358396, 0.6788758697509767, 0.43032999420166007, 0.7020100402832039, 0.6403155899047857, 0.6679820175170903, 0.40872500610351636, 0.6727302169799803, 0.7837732543945304, 0.6418310546875006, 0.9880047988891594, 0.6250091705322269, 1.3001232757568353, 1.5093528900146485, 1.205986732482911, 1.5875759506225577, 1.706558410644531, 1.6081908264160152, 1.633780769348144, 1.8328383560180672]"
"[10.368, 10.572, 10.212, 11.256, 11.856, 12.096, 12.12, 11.94, 11.988, 12.168, 12.24, 11.976, 12.36, 11.88, 12.084, 11.736, 11.484, 11.556, 11.46, 11.208, 11.496, 11.496, 11.088, 11.136]","[12.042799, 12.183255, 12.13646, 12.192347, 12.3287, 12.414152, 12.431835, 12.617878, 12.441674, 12.512613, 12.472908, 12.800301, 12.668161, 12.782352, 12.759838, 12.664768, 12.918831, 12.8534975, 12.533258, 12.883421, 12.749592, 12.885172, 12.967756, 12.764019]","[1.6747989959716794, 1.6112551956176766, 1.9244603042602542, 0.9363465728759763, 0.4727000656127931, 0.3181521453857421, 0.31183517456054766, 0.6778779602050786, 0.4536742324829106, 0.3446132965087898, 0.23290802001953104, 0.8243005981445304, 0.30816139221191463, 0.9023524475097648, 0.6758381042480472, 0.92876821899414, 1.4348308715820313, 1.2974975051879891, 1.0732584381103507, 1.675420944213867, 1.2535918273925777, 1.3891718902587886, 1.8797562713623055, 1.6280190124511726]"
