valor,prediccion,valor_real,error,error_promedio,desviacion_estandar,diferencias_mayores_a_3,error_promedio_acumulativo,desviacion_estandar_acumulativa,error_relativo_porcentual
57,20.557766,18.804,1.7537659606933609,1.7537659606933609,0.0,0,1.7537659606933609,0.0,9.326557970077436
58,20.927273,19.308,1.6192727966308595,1.6192727966308595,0.0,0,1.6192727966308595,0.0,8.386538205048993
59,20.624687,18.3,2.324687194824218,2.324687194824218,0.0,0,2.324687194824218,0.0,12.703208714886438
60,19.961613,16.38,3.5816127014160166,3.5816127014160166,0.0,1,3.5816127014160166,0.0,21.86576740791219
61,19.05993,15.984,3.0759308013916016,3.0759308013916016,0.0,1,3.0759308013916016,0.0,19.243811320017528
62,18.188557,15.9,2.2885566711425778,2.2885566711425778,0.0,0,2.2885566711425778,0.0,14.393438183286653
63,17.240694,15.96,1.280694046020507,1.280694046020507,0.0,0,1.280694046020507,0.0,8.024398784589643
64,16.522177,15.72,0.8021767425537103,0.8021767425537103,0.0,0,0.8021767425537103,0.0,5.10290548698289
65,16.152004,15.972,0.18000424194335984,0.18000424194335984,0.0,0,0.18000424194335984,0.0,1.126998759975957
66,15.834484,16.32,-0.4855158996582034,0.4855158996582034,0.0,0,0.4855158996582034,0.0,2.9749748753566387
67,15.613474,15.732,-0.11852610778808526,0.11852610778808526,0.0,0,0.11852610778808526,0.0,0.7534077535474527
68,15.501564,16.296,-0.7944359741210931,0.7944359741210931,0.0,0,0.7944359741210931,0.0,4.875036660045982
69,15.59225,16.464,-0.8717501296997057,0.8717501296997057,0.0,0,0.8717501296997057,0.0,5.2948865992450544
70,15.767607,15.816,-0.04839326477050854,0.04839326477050854,0.0,0,0.04839326477050854,0.0,0.305976636131187
71,15.959334,17.532,-1.572665626525879,1.572665626525879,0.0,0,1.572665626525879,0.0,8.970257965582244
72,16.42001,16.452,-0.03199038696289236,0.03199038696289236,0.0,0,0.03199038696289236,0.0,0.19444679651648647
73,16.663033,18.06,-1.3969674682617175,1.3969674682617175,0.0,0,1.3969674682617175,0.0,7.7351465573738505
74,16.953154,16.86,0.09315361022949276,0.09315361022949276,0.0,0,0.09315361022949276,0.0,0.5525125161891623
75,17.443888,16.668,0.7758877105712898,0.7758877105712898,0.0,0,0.7758877105712898,0.0,4.654953867118369
76,17.756588,16.056,1.7005879821777334,1.7005879821777334,0.0,0,1.7005879821777334,0.0,10.591604273653047
77,17.954,16.548,1.4060004730224627,1.4060004730224627,0.0,0,1.4060004730224627,0.0,8.4964979032056
78,17.516214,16.56,0.9562143707275403,0.9562143707275403,0.0,0,0.9562143707275403,0.0,5.77424136912766
79,17.47012,15.264,2.20611947631836,2.20611947631836,0.0,0,2.20611947631836,0.0,14.453088812358228
80,17.424183,16.632,0.7921828918457017,0.7921828918457017,0.0,0,0.7921828918457017,0.0,4.763004400226681
81,17.608229,16.08,1.5282286834716814,1.5282286834716814,0.0,0,1.5282286834716814,0.0,9.503909723082597
82,17.587103,16.104,1.4831028900146492,1.4831028900146492,0.0,0,1.4831028900146492,0.0,9.209531110374126
83,17.613192,16.452,1.161191604614256,1.161191604614256,0.0,0,1.161191604614256,0.0,7.05805740708884
84,18.151066,16.5,1.6510658264160156,1.6510658264160156,0.0,0,1.6510658264160156,0.0,10.006459554036457
85,18.245552,15.816,2.4295520629882805,2.4295520629882805,0.0,0,2.4295520629882805,0.0,15.361355987533386
86,18.520964,15.552,2.9689636688232426,2.9689636688232426,0.0,0,2.9689636688232426,0.0,19.0905585701083
87,18.719568,16.356,2.363568252563475,2.363568252563475,0.0,0,2.363568252563475,0.0,14.450771903665165
88,18.738262,15.96,2.778262176513671,2.778262176513671,0.0,0,2.778262176513671,0.0,17.407657747579393
89,18.661127,15.696,2.965127090454102,2.965127090454102,0.0,0,2.965127090454102,0.0,18.89097279850982
90,18.802069,15.96,2.8420687103271476,2.8420687103271476,0.0,0,2.8420687103271476,0.0,17.807448059693908
91,18.98874,15.732,3.2567409210205085,3.2567409210205085,0.0,1,3.2567409210205085,0.0,20.70137885215172
92,18.769148,17.328,1.4411478729248053,1.4411478729248053,0.0,0,1.4411478729248053,0.0,8.316873689547585
93,18.776724,16.668,2.1087238616943367,2.1087238616943367,0.0,0,2.1087238616943367,0.0,12.651331063680926
94,18.894037,16.5,2.3940372467041016,2.3940372467041016,0.0,0,2.3940372467041016,0.0,14.509316646691525
95,18.964197,17.676,1.2881971588134782,1.2881971588134782,0.0,0,1.2881971588134782,0.0,7.287831855699696
96,19.179407,17.676,1.5034071197509782,1.5034071197509782,0.0,0,1.5034071197509782,0.0,8.505358224434138
97,18.798494,17.052,1.7464943389892582,1.7464943389892582,0.0,0,1.7464943389892582,0.0,10.242167129892437
98,18.694084,16.872,1.8220841674804689,1.8220841674804689,0.0,0,1.8220841674804689,0.0,10.799455710529095
99,18.603031,17.16,1.4430311584472655,1.4430311584472655,0.0,0,1.4430311584472655,0.0,8.409272485123925
100,17.979757,16.68,1.2997573089599612,1.2997573089599612,0.0,0,1.2997573089599612,0.0,7.792310005755164
101,17.27061,16.224,1.0466108093261717,1.0466108093261717,0.0,0,1.0466108093261717,0.0,6.451003509160329
102,16.7028,15.768,0.9348007507324212,0.9348007507324212,0.0,0,0.9348007507324212,0.0,5.928467470398409
103,16.070156,15.432,0.638156097412109,0.638156097412109,0.0,0,0.638156097412109,0.0,4.135277977009519
104,15.2342825,16.128,-0.8937175064086915,0.8937175064086915,0.0,0,0.8937175064086915,0.0,5.541403189538017
105,14.546241,14.832,-0.2857591934204109,0.2857591934204109,0.0,0,0.2857591934204109,0.0,1.9266396535896098
106,13.9255905,15.18,-1.254409484863281,1.254409484863281,0.0,0,1.254409484863281,0.0,8.263567093961008
107,13.415963,15.636,-2.2200368270874016,2.2200368270874016,0.0,0,2.2200368270874016,0.0,14.198240132306228
108,12.985567,14.292,-1.306432907104492,1.306432907104492,0.0,0,1.306432907104492,0.0,9.14100830607677
109,12.344303,14.772,-2.4276968688964846,2.4276968688964846,0.0,0,2.4276968688964846,0.0,16.434449423886303
110,11.963728,14.844,-2.8802720489501947,2.8802720489501947,0.0,0,2.8802720489501947,0.0,19.40361121631767
111,11.479451,14.832,-3.352548820495606,3.352548820495606,0.0,1,3.352548820495606,0.0,22.6034844963296
112,10.932416,14.064,-3.1315840377807618,3.1315840377807618,0.0,1,3.1315840377807618,0.0,22.266666935301206
113,10.652826,14.592,-3.939173690795899,3.939173690795899,0.0,1,3.939173690795899,0.0,26.995433736265756
114,10.340491,15.204,-4.863508705139161,4.863508705139161,0.0,1,4.863508705139161,0.0,31.988349810176008
115,10.214692,14.856,-4.6413078842163085,4.6413078842163085,0.0,1,4.6413078842163085,0.0,31.241975526496425
116,10.41543,14.604,-4.188569931030273,4.188569931030273,0.0,1,4.188569931030273,0.0,28.68097734203145
117,11.135323,13.632,-2.4966774291992184,2.4966774291992184,0.0,0,2.4966774291992184,0.0,18.31482855926657
118,11.927418,14.688,-2.7605822448730475,2.7605822448730475,0.0,0,2.7605822448730475,0.0,18.79481375866726
119,12.612002,14.388,-1.7759976272583007,1.7759976272583007,0.0,0,1.7759976272583007,0.0,12.343603191953715
120,13.379017,15.54,-2.160983123779296,2.160983123779296,0.0,0,2.160983123779296,0.0,13.905940307460076
121,14.422374,14.568,-0.14562622833251915,0.14562622833251915,0.0,0,0.14562622833251915,0.0,0.9996308919036186
122,15.777721,16.2,-0.4222785949707024,0.4222785949707024,0.0,0,0.4222785949707024,0.0,2.6066579936463117
123,16.976755,16.656,0.32075514221191526,0.32075514221191526,0.0,0,0.32075514221191526,0.0,1.9257633418102504
124,18.232779,14.688,3.5447785491943353,3.5447785491943353,0.0,1,3.5447785491943353,0.0,24.133840885037685
125,18.77562,14.508,4.267619506835938,4.267619506835938,0.0,1,4.267619506835938,0.0,29.415629355086427
126,18.958212,17.1,1.8582118988037095,1.8582118988037095,0.0,0,1.8582118988037095,0.0,10.866736250314089
127,18.686932,15.78,2.9069316101074225,2.9069316101074225,0.0,0,2.9069316101074225,0.0,18.421619835915227
128,18.30713,14.388,3.919130813598633,3.919130813598633,0.0,1,3.919130813598633,0.0,27.238885276609903
129,18.247133,16.86,1.3871332550048834,1.3871332550048834,0.0,0,1.3871332550048834,0.0,8.227362129329082
130,18.444302,13.944,4.5003016052246085,4.5003016052246085,0.0,1,4.5003016052246085,0.0,32.27410789747998
131,18.252665,14.232,4.02066456604004,4.02066456604004,0.0,1,4.02066456604004,0.0,28.250875253232433
132,18.280195,15.576,2.704195236206054,2.704195236206054,0.0,0,2.704195236206054,0.0,17.36129453136912
133,18.659275,15.18,3.479275054931641,3.479275054931641,0.0,1,3.479275054931641,0.0,22.9201255265589
134,18.575966,15.552,3.0239658813476566,3.0239658813476566,0.0,1,3.0239658813476566,0.0,19.44422506010582
135,19.098684,15.9,3.1986843109130856,3.1986843109130856,0.0,1,3.1986843109130856,0.0,20.117511389390476
136,19.596163,17.148,2.448162796020508,2.448162796020508,0.0,0,2.448162796020508,0.0,14.276666643459926
137,19.85978,17.712,2.1477793579101565,2.1477793579101565,0.0,0,2.1477793579101565,0.0,12.126125552789953
138,20.299915,17.412,2.887915313720704,2.887915313720704,0.0,0,2.887915313720704,0.0,16.585775980477283
139,20.613108,17.544,3.0691076812744136,3.0691076812744136,0.0,1,3.0691076812744136,0.0,17.493773833073494
140,20.77319,18.6,2.173189544677733,2.173189544677733,0.0,0,2.173189544677733,0.0,11.683814756331897
141,20.616096,18.012,2.604096496582031,2.604096496582031,0.0,0,2.604096496582031,0.0,14.457564382534036
142,20.229088,18.048,2.1810878295898455,2.1810878295898455,0.0,0,2.1810878295898455,0.0,12.084928133808985
143,19.85509,18.852,1.00308918762207,1.00308918762207,0.0,0,1.00308918762207,0.0,5.320863503193666
144,19.449,17.34,2.1089994049072267,2.1089994049072267,0.0,0,2.1089994049072267,0.0,12.162626325877895
145,18.696455,16.656,2.040455001831056,2.040455001831056,0.0,0,2.040455001831056,0.0,12.250570376026994
146,18.148489,17.112,1.0364889984130876,1.0364889984130876,0.0,0,1.0364889984130876,0.0,6.057088583526693
147,17.99291,16.824,1.1689103851318343,1.1689103851318343,0.0,0,1.1689103851318343,0.0,6.947874376675191
148,18.274164,16.98,1.2941641998291011,1.2941641998291011,0.0,0,1.2941641998291011,0.0,7.621697289924034
149,18.917128,17.088,1.8291276092529287,1.8291276092529287,0.0,0,1.8291276092529287,0.0,10.70416437999139
150,19.348484,16.548,2.8004840393066424,2.8004840393066424,0.0,0,2.8004840393066424,0.0,16.923398835548966
151,19.154058,16.38,2.7740584564208994,2.7740584564208994,0.0,0,2.7740584564208994,0.0,16.935643812093403
152,18.57399,17.676,0.8979898681640641,0.8979898681640641,0.0,0,0.8979898681640641,0.0,5.080277597669519
153,17.892206,17.16,0.7322061920166014,0.7322061920166014,0.0,0,0.7322061920166014,0.0,4.266935850912596
154,17.394428,16.524,0.8704282531738272,0.8704282531738272,0.0,0,0.8704282531738272,0.0,5.267660694588642
155,17.243158,17.568,-0.32484165954589983,0.32484165954589983,0.0,0,0.32484165954589983,0.0,1.8490531622603588
156,17.24096,16.884,0.3569591674804684,0.3569591674804684,0.0,0,0.3569591674804684,0.0,2.1141860191925397
157,16.883163,16.452,0.43116345214843577,0.43116345214843577,0.0,0,0.43116345214843577,0.0,2.6207357898640633
158,16.570528,17.076,-0.5054719696044927,0.5054719696044927,0.0,0,0.5054719696044927,0.0,2.9601310002605565
159,16.437477,17.58,-1.142522888183592,1.142522888183592,0.0,0,1.142522888183592,0.0,6.498992538018158
160,16.139992,17.352,-1.212008239746094,1.212008239746094,0.0,0,1.212008239746094,0.0,6.98483310134909
161,16.220247,18.12,-1.8997527313232432,1.8997527313232432,0.0,0,1.8997527313232432,0.0,10.484286596706639
162,16.64696,17.904,-1.2570406951904296,1.2570406951904296,0.0,0,1.2570406951904296,0.0,7.021004776532784
163,17.09405,17.64,-0.545950546264649,0.545950546264649,0.0,0,0.545950546264649,0.0,3.09495774526445
164,17.48757,18.684,-1.1964301910400401,1.1964301910400401,0.0,0,1.1964301910400401,0.0,6.403501343609721
165,17.88631,17.136,0.7503105773925789,0.7503105773925789,0.0,0,0.7503105773925789,0.0,4.378563126707393
166,17.985077,17.052,0.9330769042968754,0.9330769042968754,0.0,0,0.9330769042968754,0.0,5.471949943096853
167,17.975124,16.836,1.1391243591308609,1.1391243591308609,0.0,0,1.1391243591308609,0.0,6.76600355862949
168,18.301516,16.524,1.777515579223632,1.777515579223632,0.0,0,1.777515579223632,0.0,10.757174892420913
169,17.746387,16.656,1.0903874816894543,1.0903874816894543,0.0,0,1.0903874816894543,0.0,6.5465146595188175
170,17.696907,17.16,0.5369070434570311,0.5369070434570311,0.0,0,0.5369070434570311,0.0,3.128828924574773
171,17.695917,16.716,0.9799171295166005,0.9799171295166005,0.0,0,0.9799171295166005,0.0,5.862150810699931
172,17.793135,16.848,0.9451346893310557,0.9451346893310557,0.0,0,0.9451346893310557,0.0,5.609773797074167
173,18.046389,17.244,0.802388626098633,0.802388626098633,0.0,0,0.802388626098633,0.0,4.653146753065605
174,18.305206,16.548,1.7572062988281267,1.7572062988281267,0.0,0,1.7572062988281267,0.0,10.618843961978046
175,18.383635,16.92,1.4636345672607405,1.4636345672607405,0.0,0,1.4636345672607405,0.0,8.65032250154102
176,18.66416,17.232,1.4321597747802741,1.4321597747802741,0.0,0,1.4321597747802741,0.0,8.31104790378525
177,18.919973,17.16,1.7599733734130858,1.7599733734130858,0.0,0,1.7599733734130858,0.0,10.256255089819847
178,19.057138,17.232,1.8251384429931647,1.8251384429931647,0.0,0,1.8251384429931647,0.0,10.591564780601002
179,19.49695,16.896,2.600950149536132,2.600950149536132,0.0,0,2.600950149536132,0.0,15.393881093371991
180,19.757198,16.548,3.209198333740236,3.209198333740236,0.0,1,3.209198333740236,0.0,19.39327008544982
181,19.79448,18.324,1.4704793701171859,1.4704793701171859,0.0,0,1.4704793701171859,0.0,8.024881958727274
182,19.907814,18.156,1.7518140258789074,1.7518140258789074,0.0,0,1.7518140258789074,0.0,9.64867826547096
183,20.018557,17.628,2.3905565948486327,2.3905565948486327,0.0,0,2.3905565948486327,0.0,13.561133394875382
184,20.336863,17.892,2.4448625640869146,2.4448625640869146,0.0,0,2.4448625640869146,0.0,13.664557143342918
185,20.812141,18.936,1.8761414184570313,1.8761414184570313,0.0,0,1.8761414184570313,0.0,9.90780216760156
186,20.566456,17.82,2.746455841064453,2.746455841064453,0.0,0,2.746455841064453,0.0,15.412210106983462
187,20.322203,17.784,2.5382026824951183,2.5382026824951183,0.0,0,2.5382026824951183,0.0,14.272394750872236
188,20.276974,18.204,2.0729737243652337,2.0729737243652337,0.0,0,2.0729737243652337,0.0,11.387462779417895
189,20.035748,17.604,2.4317475280761727,2.4317475280761727,0.0,0,2.4317475280761727,0.0,13.813607862282282
190,19.250648,16.848,2.4026484985351573,2.4026484985351573,0.0,0,2.4026484985351573,0.0,14.260734203081418
191,18.781557,16.848,1.9335570831298838,1.9335570831298838,0.0,0,1.9335570831298838,0.0,11.476478413638912
192,18.171328,16.596,1.5753275909423827,1.5753275909423827,0.0,0,1.5753275909423827,0.0,9.492212526767792
193,17.255592,17.388,-0.13240765380859543,0.13240765380859543,0.0,0,0.13240765380859543,0.0,0.7614886922509513
194,16.564999,16.896,-0.3310013732910164,0.3310013732910164,0.0,0,0.3310013732910164,0.0,1.9590516885121712
195,16.121332,16.404,-0.28266783142089835,0.28266783142089835,0.0,0,0.28266783142089835,0.0,1.723164054016693
196,15.654883,17.184,-1.5291166152954112,1.5291166152954112,0.0,0,1.5291166152954112,0.0,8.89849054524797
197,15.275555,16.536,-1.2604453430175795,1.2604453430175795,0.0,0,1.2604453430175795,0.0,7.622431924392716
198,14.63332,16.608,-1.9746801452636724,1.9746801452636724,0.0,0,1.9746801452636724,0.0,11.889933437281265
199,14.154205,15.564,-1.409794677734375,1.409794677734375,0.0,0,1.409794677734375,0.0,9.058048559074628
200,13.716237,14.772,-1.0557629318237307,1.0557629318237307,0.0,0,1.0557629318237307,0.0,7.147054778118946
201,12.950364,15.204,-2.2536358871459967,2.2536358871459967,0.0,0,2.2536358871459967,0.0,14.822651191436442
202,12.275221,14.244,-1.96877912902832,1.96877912902832,0.0,0,1.96877912902832,0.0,13.821813598907049
203,11.515161,14.1,-2.5848394393920895,2.5848394393920895,0.0,0,2.5848394393920895,0.0,18.33219460561766
204,10.942163,14.928,-3.9858365325927743,3.9858365325927743,0.0,1,3.9858365325927743,0.0,26.700405497004116
205,10.563343,14.808,-4.244656951904297,4.244656951904297,0.0,1,4.244656951904297,0.0,28.66462015062329
206,10.219006,15.696,-5.476994415283203,5.476994415283203,0.0,1,5.476994415283203,0.0,34.894204990336405
207,10.309262,16.236,-5.9267377243042,5.9267377243042,0.0,1,5.9267377243042,0.0,36.50368147514289
208,10.835111,14.724,-3.8888893356323244,3.8888893356323244,0.0,1,3.8888893356323244,0.0,26.411908011629475
209,11.576147,16.764,-5.187852920532226,5.187852920532226,0.0,1,5.187852920532226,0.0,30.94639060207723
210,12.716667,16.788,-4.0713328247070315,4.0713328247070315,0.0,1,4.0713328247070315,0.0,24.251446418316842
211,13.771337,16.776,-3.0046634445190428,3.0046634445190428,0.0,1,3.0046634445190428,0.0,17.91048786670865
212,14.751824,16.416,-1.6641756210327152,1.6641756210327152,0.0,0,1.6641756210327152,0.0,10.137522057947827
213,16.15959,18.228,-2.068410232543947,2.068410232543947,0.0,0,2.068410232543947,0.0,11.347433797146953
214,17.288221,13.152,4.13622135925293,4.13622135925293,0.0,1,4.13622135925293,0.0,31.449371648820946
215,18.188492,15.3,2.888491821289062,2.888491821289062,0.0,0,2.888491821289062,0.0,18.879031511693213
216,18.6995,16.332,2.3674991302490227,2.3674991302490227,0.0,0,2.3674991302490227,0.0,14.496075987319513
217,18.970314,14.088,4.882314025878907,4.882314025878907,0.0,1,4.882314025878907,0.0,34.655834936675944
218,18.489033,15.036,3.4530327453613285,3.4530327453613285,0.0,1,3.4530327453613285,0.0,22.965102057470926
219,18.649302,16.452,2.1973015289306623,2.1973015289306623,0.0,0,2.1973015289306623,0.0,13.35583229352457
220,18.420084,15.576,2.8440839996337886,2.8440839996337886,0.0,0,2.8440839996337886,0.0,18.259399073149645
221,18.121153,17.016,1.105152877807619,1.105152877807619,0.0,0,1.105152877807619,0.0,6.494786540947456
222,18.423807,14.964,3.4598071441650387,3.4598071441650387,0.0,1,3.4598071441650387,0.0,23.120871051624157
223,18.677246,15.42,3.25724609375,3.25724609375,0.0,1,3.25724609375,0.0,21.12351552367056
224,18.758255,14.868,3.890255004882812,3.890255004882812,0.0,1,3.890255004882812,0.0,26.165287899400134
225,18.98038,15.288,3.6923791046142576,3.6923791046142576,0.0,1,3.6923791046142576,0.0,24.15213961678609
226,18.897434,16.068,2.8294342346191392,2.8294342346191392,0.0,0,2.8294342346191392,0.0,17.60912518433619
227,19.25776,15.936,3.3217590942382813,3.3217590942382813,0.0,1,3.3217590942382813,0.0,20.844371826294434
228,19.502796,16.5,3.002796173095703,3.002796173095703,0.0,1,3.002796173095703,0.0,18.198764685428504
229,19.888195,15.672,4.216195037841796,4.216195037841796,0.0,1,4.216195037841796,0.0,26.90272484585117
230,20.032791,17.1,2.932791137695311,2.932791137695311,0.0,0,2.932791137695311,0.0,17.150825366639243
231,19.982435,18.096,1.8864352264404296,1.8864352264404296,0.0,0,1.8864352264404296,0.0,10.424597847261436
232,20.054512,17.424,2.6305120239257818,2.6305120239257818,0.0,0,2.6305120239257818,0.0,15.097061661649343
233,19.931564,18.948,0.9835643310546871,0.9835643310546871,0.0,0,0.9835643310546871,0.0,5.1908609407572674
234,20.138096,17.712,2.426095855712891,2.426095855712891,0.0,0,2.426095855712891,0.0,13.697469826743964
235,19.851751,17.76,2.091751327514647,2.091751327514647,0.0,0,2.091751327514647,0.0,11.777879096366254
236,19.235054,18.18,1.0550540161132815,1.0550540161132815,0.0,0,1.0550540161132815,0.0,5.803377426365685
237,18.804932,18.864,-0.05906835937500077,0.05906835937500077,0.0,0,0.05906835937500077,0.0,0.3131274351940244
238,18.322016,18.108,0.21401576232910102,0.21401576232910102,0.0,0,0.21401576232910102,0.0,1.1818851465048654
239,18.447834,16.884,1.5638340148925778,1.5638340148925778,0.0,0,1.5638340148925778,0.0,9.26222467953434
240,18.940752,16.728,2.2127520294189438,2.2127520294189438,0.0,0,2.2127520294189438,0.0,13.227833748319846
241,19.511486,16.884,2.6274860534667965,2.6274860534667965,0.0,0,2.6274860534667965,0.0,15.561987997315782
242,19.5822,16.272,3.310199096679689,3.310199096679689,0.0,1,3.310199096679689,0.0,20.342914802603794
243,19.083164,17.244,1.8391642150878909,1.8391642150878909,0.0,0,1.8391642150878909,0.0,10.665531286754181
244,18.452105,17.232,1.220104568481446,1.220104568481446,0.0,0,1.220104568481446,0.0,7.080458266489358
245,17.850075,16.908,0.942074768066405,0.942074768066405,0.0,0,0.942074768066405,0.0,5.571769387665039
246,17.429054,16.728,0.7010542602539047,0.7010542602539047,0.0,0,0.7010542602539047,0.0,4.190903038342328
247,17.35162,17.136,0.21561972045898514,0.21561972045898514,0.0,0,0.21561972045898514,0.0,1.258285016684087
248,17.137852,17.292,-0.15414828491211097,0.15414828491211097,0.0,0,0.15414828491211097,0.0,0.8914427764984442
