yval,predicciones,error
11.748,9.885333,-1.8626669387817376
15.396,10.033135,-5.362864585876466
14.628,9.997986,-4.63001416015625
16.368,9.92632,-6.441679924011229
18.144,9.768078,-8.375922149658201
19.644,9.704907,-9.939092582702635
20.556,9.694743,-10.861256843566895
19.284,9.76798,-9.516020378112792
20.268,9.754259,-10.51374089050293
21.096,9.52296,-11.57304029083252
21.096,9.299321,-11.796678825378418
14.472,9.281122,-5.190877792358398
11.268,9.067203,-2.2007974319458015
11.556,9.64672,-1.9092800674438468
10.704,9.569826,-1.1341738739013678
11.784,9.347819,-2.4361806716918952
10.98,9.845982,-1.1340184020996098
10.572,10.03291,-0.5390896530151359
11.256,9.755496,-1.500503974914551
11.292,9.795557,-1.4964429779052733
11.808,9.941972,-1.866028221130371
12.108,9.978909,-2.129091461181641
11.892,10.220791,-1.67120913696289
11.748,10.221909,-1.5260914306640618
15.396,9.810208,-5.585791679382325
14.628,9.932358,-4.695642211914063
16.368,9.856076,-6.511923759460448
18.144,9.814309,-8.329690879821776
19.644,9.666964,-9.97703642272949
20.556,9.627327,-10.92867303466797
19.284,9.577464,-9.706535896301268
20.268,9.646817,-10.621182792663575
21.096,9.662006,-11.433993621826172
21.096,9.451085,-11.644914909362793
14.472,9.229182,-5.242817756652832
11.268,9.192598,-2.075401657104493
11.556,8.98542,-2.570579772949218
10.704,9.541352,-1.1626477279663092
11.784,9.436564,-2.3474355545043952
10.98,9.254721,-1.7252793121337895
10.572,9.746805,-0.8251948089599601
11.256,9.910533,-1.3454670486450198
11.292,9.680679,-1.6113206787109373
11.808,9.693781,-2.1142191009521483
12.108,9.836834,-2.2711660461425787
11.892,9.884555,-2.0074451370239252
11.292,10.110898,-1.181101982116699
15.396,11.02547,-4.370530220031739
14.628,10.488641,-4.139359214782715
16.368,10.6292,-5.738800018310545
18.144,10.730025,-7.413974708557127
19.644,10.663178,-8.980821556091307
20.556,10.272127,-10.283872848510743
19.284,10.182694,-9.10130556488037
20.268,10.333783,-9.934216850280762
21.096,10.410143,-10.68585710144043
21.096,10.304875,-10.791124626159668
14.472,10.059156,-4.41284358215332
11.268,9.848869,-1.419130676269532
11.556,9.876713,-1.6792872009277335
10.704,9.671695,-1.0323052444458014
11.784,10.10684,-1.6771598663330085
10.98,10.246163,-0.7338366317749028
10.572,9.834383,-0.7376169891357414
11.256,10.150366,-1.1056341705322268
11.292,10.499955,-0.7920448226928709
11.808,10.211318,-1.5966819839477537
12.108,10.220671,-1.8873292999267584
11.892,10.351248,-1.5407522125244135
11.292,10.361113,-0.9308874053955076
11.04,10.612202,-0.427798309326171
14.628,12.549773,-2.0782267837524415
16.368,12.053258,-4.3147420578002915
18.144,11.964101,-6.179899162292479
19.644,12.117376,-7.52662367248535
20.556,12.231743,-8.324257141113282
19.284,11.356901,-7.927098831176757
20.268,11.58137,-8.68662964630127
21.096,11.847668,-9.248332305908203
21.096,11.80818,-9.28782014465332
14.472,11.735071,-2.736928817749023
11.268,11.295389,0.02738917541503838
11.556,11.347809,-0.20819116210937416
10.704,11.048537,0.34453725433349547
11.784,11.159974,-0.6240259017944343
10.98,10.867683,-0.11231658935546918
10.572,11.288461,0.7164607315063485
11.256,10.402549,-0.8534512100219729
11.292,10.836191,-0.45580882263183575
11.808,11.027017,-0.7809833602905272
12.108,10.901178,-1.206821640014649
11.892,10.464447,-1.4275529785156245
11.292,10.910716,-0.38128394317626935
11.04,10.837473,-0.20252708435058508
11.328,11.02007,-0.30792992401122987
16.368,12.885283,-3.48271652984619
18.144,12.433562,-5.71043772125244
19.644,12.223712,-7.420288032531737
20.556,12.353554,-8.202446228027345
19.284,12.471379,-6.812620719909667
20.268,11.605253,-8.662746780395508
21.096,11.637777,-9.45822267150879
21.096,12.04296,-9.053039833068848
14.472,11.908618,-2.563382026672363
11.268,11.927312,0.6593118972778313
11.556,11.30108,-0.254920249938964
10.704,11.45033,0.7463297805786127
11.784,11.183004,-0.6009956207275398
10.98,11.250642,0.270641822814941
10.572,11.001664,0.42966416168212973
11.256,11.226906,-0.029094177246093977
11.292,10.53736,-0.754639808654785
11.808,10.746104,-1.0618957595825194
12.108,10.844248,-1.2637521820068365
11.892,11.047938,-0.8440616531372065
11.292,10.460971,-0.8310291213989256
11.04,11.0388155,-0.001184501647948366
11.328,10.973752,-0.3542479782104486
10.884,11.132289,0.24828893280029263
18.144,12.968933,-5.175066894531248
19.644,12.4449215,-7.199078506469725
20.556,12.297559,-8.258441215515138
19.284,12.330254,-6.95374639892578
20.268,12.647797,-7.620203369140626
21.096,11.794329,-9.301671310424805
21.096,11.8622465,-9.2337534866333
14.472,12.4063425,-2.065657493591308
11.268,12.086619,0.8186193771362298
11.556,12.247918,0.691918128967286
10.704,11.514876,0.8108763656616205
11.784,11.863456,0.07945577239990165
10.98,11.470855,0.49085475921630817
10.572,11.641103,1.0691027908325204
11.256,11.333445,0.07744459533691384
11.292,11.610804,0.31880360412597675
11.808,10.999583,-0.8084167556762694
12.108,11.328053,-0.779946525573731
11.892,11.316965,-0.5750348968505854
11.292,11.5611725,0.2691724853515627
11.04,10.903039,-0.136961021423339
11.328,11.728027,0.4000273437500006
10.884,11.659959,0.7759588394165036
12.168,11.739364,-0.42863632965087817
19.644,13.106321,-6.537678665161131
20.556,12.645871,-7.91012883758545
19.284,12.554458,-6.729542335510253
20.268,12.262245,-8.005754821777344
21.096,12.832126,-8.263874336242676
21.096,12.173973,-8.922026916503906
14.472,12.01752,-2.4544800491333003
11.268,12.710501,1.4425007171630853
11.556,12.198977,0.6429774703979501
10.704,12.720545,2.016544815063476
11.784,11.832802,0.048801818847655554
10.98,12.333377,1.3533768844604488
10.572,11.94665,1.3746495513916024
11.256,12.109115,0.8531146469116209
11.292,11.753506,0.46150570678710956
11.808,11.906132,0.0981317443847658
12.108,11.563201,-0.544799049377442
11.892,11.834217,-0.057782928466796335
11.292,11.723979,0.43197899627685565
11.04,12.241033,1.2010326004028329
11.328,11.55929,0.23128993225097716
10.884,12.570926,1.6869257125854489
12.168,12.477878,0.30987761688232496
12.648,12.504197,-0.14380287933349578
20.556,13.47484,-7.081159835815431
19.284,13.136469,-6.147531112670897
20.268,13.015853,-7.25214707183838
21.096,12.558655,-8.53734521484375
21.096,13.141855,-7.954144760131836
14.472,12.585791,-1.886209365844726
11.268,12.212058,0.9440580673217767
11.556,13.030766,1.4747655334472665
10.704,12.47602,1.7720198593139642
11.784,13.123984,1.3399843368530266
10.98,12.165274,1.1852736663818355
10.572,12.6209135,2.0489135055542
11.256,12.389703,1.133702796936035
11.292,12.501836,1.2098358230590822
11.808,12.091276,0.28327616882324236
12.108,12.17931,0.07130984497070258
11.892,11.888522,-0.0034778518676752412
11.292,12.021115,0.729115303039551
11.04,12.043601,1.0036010360717782
11.328,12.595817,1.267816612243653
10.884,12.0406275,1.1566274795532223
12.168,12.968171,0.8001711196899421
12.648,12.789583,0.14158320617675813
12.708,12.834181,0.1261808319091795
19.284,13.546945,-5.737055381774901
20.268,13.305028,-6.962972038269044
21.096,13.122726,-7.973273559570313
21.096,12.64035,-8.455649658203125
14.472,13.128704,-1.3432959289550777
11.268,12.67634,1.4083401031494134
11.556,12.153754,0.5977542343139657
10.704,13.035798,2.331798072814941
11.784,12.523504,0.7395042572021477
10.98,13.0998955,2.1198954772949214
10.572,12.241791,1.6697907714843758
11.256,12.568953,1.3129525604248045
11.292,12.544961,1.2529609756469728
11.808,12.623151,0.8151508255004885
12.108,12.054101,-0.053899009704590384
11.892,12.097666,0.2056657867431646
11.292,11.921447,0.6294468002319338
11.04,11.821141,0.7811412429809579
11.328,12.007918,0.6799183578491217
10.884,12.5953865,1.7113865051269528
12.168,12.118289,-0.04971100616455004
12.648,12.888098,0.24009776306152375
12.708,12.679058,-0.02894192504882831
13.5,12.753803,-0.7461967468261719
20.268,13.43879,-6.829209678649903
21.096,13.254137,-7.84186296081543
21.096,13.008505,-8.08749513244629
14.472,12.598623,-1.8733767242431636
11.268,12.935519,1.6675192184448235
11.556,12.505131,0.9491307678222665
10.704,12.001137,1.2971367797851556
11.784,12.796103,1.0121025238037102
10.98,12.342414,1.3624139022827144
10.572,12.815127,2.2431273727417
11.256,12.047129,0.7911286773681638
11.292,12.262026,0.970025833129883
11.808,12.3113165,0.50331649017334
12.108,12.428067,0.32006720733642524
11.892,11.733032,-0.15896777343749946
11.292,11.697804,0.4058044509887697
11.04,11.56137,0.5213698959350594
11.328,11.4211235,0.09312350463867247
10.884,11.498707,0.6147068176269528
12.168,12.186952,0.018951637268067145
12.648,11.659387,-0.9886133651733395
12.708,12.346174,-0.3618257598876955
13.5,12.162757,-1.3372430801391602
12.792,12.229516,-0.5624839706420897
21.096,13.763551,-7.332449241638184
21.096,13.577554,-7.518446250915527
14.472,13.433171,-1.0388287277221675
11.268,12.906435,1.6384350128173821
11.556,13.451259,1.8952586593627938
10.704,13.007782,2.3037819824218744
11.784,12.582745,0.7987445983886712
10.98,13.4238,2.443800468444824
10.572,12.836058,2.264057662963868
11.256,13.514711,2.2587113800048826
11.292,12.557288,1.26528816986084
11.808,12.99834,1.190339653015137
12.108,12.804632,0.6966321868896479
11.892,12.888753,0.9967529373168951
11.292,12.576513,1.2845132904052736
11.04,12.577659,1.5376586532592782
11.328,12.333858,1.0058575363159186
10.884,12.425067,1.5410669479370114
12.168,12.497838,0.32983802032470777
12.648,12.952267,0.3042666931152347
12.708,12.534712,-0.1732881622314455
13.5,13.352409,-0.14759063720703125
12.792,13.093315,0.30131512451171893
11.46,13.103913,1.6439133071899406
21.096,13.509711,-7.586288734436035
14.472,13.547067,-0.9249333114624019
11.268,13.402415,2.13441527557373
11.556,12.686046,1.1300456466674813
10.704,13.144608,2.440607543945312
11.784,12.872322,1.0883220825195306
10.98,12.4713,1.4913001251220699
10.572,13.429966,2.8579659729003914
11.256,12.776031,1.5200305404663084
11.292,13.54811,2.2561100082397463
11.808,12.696749,0.888748733520508
12.108,13.171119,1.0631187362670893
11.892,12.996648,1.1046478347778326
11.292,13.145232,1.8532322006225588
11.04,12.871254,1.831253967285157
11.328,12.775459,1.4474592895507818
10.884,12.693356,1.809355560302734
12.168,12.744475,0.5764753646850593
12.648,13.070662,0.422661544799805
12.708,13.485567,0.7775670928955076
13.5,13.05101,-0.4489898681640625
12.792,13.920231,1.1282308654785158
11.46,13.612304,2.1523037338256827
10.368,13.566987,3.198987037658691
14.472,13.92183,-0.5501698226928706
11.268,14.132545,2.8645454711914056
11.556,13.990546,2.4345462265014657
10.704,13.12007,2.4160704574584955
11.784,13.563693,1.7796930465698235
10.98,13.470207,2.4902072143554683
10.572,13.077038,2.5050378112792977
11.256,13.862521,2.606521171569824
11.292,13.121616,1.8296163635253908
11.808,13.876921,2.0689207000732424
12.108,13.15385,1.045849601745605
11.892,13.540333,1.6483327941894537
11.292,13.3221655,2.0301654891967775
11.04,13.417815,2.3778152084350594
11.328,13.189231,1.861230918884278
10.884,12.890289,2.0062893066406247
12.168,13.054243,0.8862430877685554
12.648,13.045412,0.3974120635986331
12.708,13.232213,0.5242130203247068
13.5,13.504331,0.004330635070800781
12.792,13.184484,0.3924835281372072
11.46,13.897095,2.437094726562499
10.368,13.526629,3.1586294479370114
10.572,13.364217,2.7922168045043954
11.268,13.113708,1.845707542419433
11.556,13.371407,1.815406555175782
10.704,13.243901,2.5399012527465814
11.784,12.597074,0.8130735549926751
10.98,12.991153,2.011152763366699
10.572,12.787491,2.2154908447265633
11.256,12.781405,1.525405448913574
11.292,13.142736,1.8507364349365236
11.808,12.409246,0.6012464447021486
12.108,13.078077,0.9700773162841791
11.892,12.472541,0.5805408554077154
11.292,12.972055,1.6800554351806642
11.04,12.365948,1.3259477233886727
11.328,12.587867,1.2598667831420904
10.884,12.548304,1.6643036041259762
12.168,12.158113,-0.009887474060057855
12.648,12.437558,-0.2104418258666989
12.708,12.648585,-0.059414680480957216
13.5,12.165942,-1.3340578079223633
12.792,12.605629,-0.18637103271484357
11.46,11.974476,0.5144758605957023
10.368,12.850639,2.4826393432617184
10.572,12.796935,2.2249350814819344
10.212,12.319378,2.107377899169922
11.556,12.055805,0.49980520629882896
10.704,12.151712,1.4477124176025384
11.784,12.269922,0.48592225646972587
10.98,11.861847,0.8818469238281246
10.572,12.132171,1.5601706771850594
11.256,11.970366,0.714365524291992
11.292,12.058573,0.7665727691650392
11.808,12.16085,0.3528495712280275
12.108,11.834095,-0.2739049987792974
11.892,12.13303,0.24102993774414117
11.292,11.907183,0.6151826934814455
11.04,12.293002,1.253002128601075
11.328,11.804503,0.4765034408569342
10.884,11.941946,1.0579460296630856
12.168,12.157534,-0.010466354370116449
12.648,11.939704,-0.7082960586547848
12.708,12.242669,-0.46533089447021503
13.5,12.291509,-1.208491325378418
12.792,12.115513,-0.6764871520996092
11.46,12.213205,0.7532053375244132
10.368,11.930662,1.5626621551513669
10.572,12.333171,1.7611708908081063
10.212,12.564498,2.3524979476928713
11.256,12.156287,0.9002871932983396
10.704,11.864252,1.160252090454101
11.784,11.942792,0.15879193878173758
10.98,12.100955,1.1209550094604488
10.572,11.672354,1.1003537445068368
11.256,11.98394,0.7279401245117185
11.292,11.855488,0.5634878234863283
11.808,12.003269,0.1952691955566408
12.108,12.022964,-0.08503647613525445
11.892,11.725384,-0.16661624145507758
11.292,12.068673,0.7766731338500978
11.04,11.896249,0.8562488174438485
11.328,12.261953,0.9339533538818365
10.884,11.757487,0.8734872970581051
12.168,11.917222,-0.25077797698974535
12.648,12.087929,-0.5600712280273434
12.708,11.921409,-0.7865913467407228
13.5,12.188195,-1.3118047714233398
12.792,12.312479,-0.47952098083496075
11.46,12.120926,0.6609259033203116
10.368,12.185555,1.8175554580688473
10.572,11.898652,1.3266520767211922
10.212,12.259311,2.0473107223510745
11.256,12.565954,1.3099542083740232
11.856,12.114061,0.25806135559082044
11.784,11.370675,-0.41332491302490304
10.98,11.44725,0.4672503662109371
10.572,11.733245,1.1612448959350594
11.256,11.287105,0.03110460662841774
11.292,11.600753,0.3087528305053713
11.808,11.537405,-0.2705949859619139
12.108,11.741123,-0.3668768005371099
11.892,11.607598,-0.2844016952514643
11.292,11.405509,0.11350899505615253
11.04,11.754713,0.7147130584716805
11.328,11.738035,0.4100352020263678
10.884,12.015287,1.1312873992919918
12.168,11.532078,-0.6359222106933586
12.648,11.653318,-0.9946815948486325
12.708,11.89689,-0.8111103134155275
13.5,11.811076,-1.6889238357543945
12.792,12.068155,-0.7238447113037108
11.46,12.247008,0.7870083236694327
10.368,12.105872,1.7378721542358395
10.572,12.018885,1.4468846588134774
10.212,11.903583,1.691582572937012
11.256,12.098733,0.8427329483032224
11.856,12.536941,0.6809405746459962
12.096,11.981253,-0.11474732971191415
10.98,11.421361,0.4413609695434566
10.572,11.596421,1.0244212417602547
11.256,11.788533,0.5325332107543943
11.292,11.459921,0.16792088317871112
11.808,11.708367,-0.09963265228271467
12.108,11.747286,-0.3607141571044927
11.892,11.966568,0.07456799316406304
11.292,11.887899,0.5958993988037111
11.04,11.712105,0.6721047973632821
11.328,12.049639,0.7216387481689459
10.884,12.058782,1.1747816238403317
12.168,12.351233,0.18323252868652418
12.648,11.95668,-0.6913197021484372
12.708,12.126513,-0.5814874725341799
13.5,12.241657,-1.2583427429199219
12.792,12.183233,-0.6087667388916014
11.46,12.375537,0.9155369186401359
10.368,12.594905,2.2269048995971676
10.572,12.394233,1.8222327499389657
10.212,12.425645,2.213644874572754
11.256,12.254693,0.9986930313110349
11.856,12.454905,0.5989045562744142
12.096,12.782991,0.6869914093017577
12.12,12.335503,0.21550262451171953
10.572,11.206198,0.6341977386474618
11.256,11.447564,0.19156412506103493
11.292,11.569974,0.27797394561767597
11.808,11.442685,-0.36531487274169905
12.108,11.530107,-0.5778934555053716
11.892,11.769602,-0.1223981781005854
11.292,11.911783,0.6197832183837892
11.04,11.875279,0.8352794265747079
11.328,11.758888,0.43088824462890685
10.884,12.007596,1.1235960159301754
12.168,12.1725445,0.0045444793701179265
12.648,12.4114895,-0.23651051330566375
12.708,12.233551,-0.4744489746093752
13.5,12.314561,-1.185439109802246
12.792,12.466366,-0.32563418579101544
11.46,12.346674,0.8866739654541007
10.368,12.644539,2.276538879394531
10.572,12.734708,2.1627078323364266
10.212,12.510065,2.298065078735352
11.256,12.735502,1.479502243041992
11.856,12.646354,0.7903537216186525
12.096,12.694683,0.5986830749511718
12.12,13.011071,0.8910712051391609
11.94,12.586412,0.6464124298095708
11.256,10.972874,-0.2831263122558596
11.292,11.241048,-0.050952140808105284
11.808,11.376315,-0.4316848831176756
12.108,11.298815,-0.8091852264404302
11.892,11.330321,-0.5616786880493159
11.292,11.672167,0.3801668243408205
11.04,11.805247,0.7652473068237313
11.328,11.750623,0.4226227493286139
10.884,11.676412,0.7924116287231442
12.168,11.900405,-0.26759506988525317
12.648,12.1391,-0.5088999252319333
12.708,12.330332,-0.3776681976318361
13.5,12.234352,-1.2656478881835938
12.792,12.282358,-0.5096418304443358
11.46,12.44532,0.9853201293945304
10.368,12.351065,1.9830646820068356
10.572,12.661117,2.089116600036622
10.212,12.76523,2.553230178833008
11.256,12.55791,1.3019099655151365
11.856,12.752971,0.8969706954956056
12.096,12.743358,0.6473576583862304
